genres,popularity
mexican classic rock,33.879732410982406
violao,33.87773113354226
norwegian classical,33.82142857142857
electric blues,33.817569305392105
military cadence,33.80769230769231
belly dance,33.80184837092732
zolo,33.77894295920198
bluegrass,33.73737004523388
british folk,33.71680718949089
piano mpb,33.67142857142858
straight-ahead jazz,33.62694578636607
romantico,33.59876543209876
southern soul,33.57249720785253
boogaloo,33.55268256589779
philly soul,33.545467765541055
japanese vocal jazz,33.5
fingerstyle,33.48077549690453
geek rock,33.475
christian power metal,33.46153846153846
no wave,33.455442176870754
italian progressive rock,33.4
doo-wop,33.359252225760805
contemporary gospel,33.336575276575275
indian jazz,33.333333333333336
space rock,33.29611111111111
soul blues,33.26138781157167
children's choir,33.21590909090909
russian classical piano,33.18122390251648
smooth soul,33.13541666666667
chinese instrumental,33.111111111111114
canterbury scene,33.10178571428571
parody,33.04248084048115
hardcore punk,33.03010240451561
tape club,33.00757575757576
norwegian space disco,33.0
organic ambient,33.0
native american spiritual,33.0
new isolationism,33.0
footwork,33.0
mexican son,33.0
italian modern prog,33.0
brill building pop,32.985125599695
instrumental soul,32.98507450092816
nl folk,32.97319347319348
early us punk,32.959937402190924
minimal wave,32.93333333333333
swedish hard rock,32.932699395547694
emocore,32.916666666666664
barbershop,32.888888888888886
pop house,32.888888888888886
gypsy jazz,32.84863654863655
west african jazz,32.833333333333336
swamp blues,32.826388888888886
novelty,32.8214663643235
xhosa,32.81578947368421
paisley underground,32.8
son cubano,32.798941798941804
latin jazz,32.773694241303936
lebanese pop,32.71825396825397
acid rock,32.67595532906288
persian traditional,32.6
classic persian pop,32.56521739130435
rock progressif francais,32.54545454545455
jazz fusion,32.491279186396106
new orleans funk,32.48589092140921
classic garage rock,32.42884028096972
progressive house,32.377531657644994
experimental rock,32.36843911222736
protopunk,32.34614812494774
deep freestyle,32.333333333333336
chicago soul,32.2587758085948
louisiana blues,32.20255223306484
northern irish punk,32.18055555555556
post-disco soul,32.175
oi,32.13359375
rock-and-roll,32.12893484482996
jazz funk,32.10758783930016
highlife,32.022222222222226
new mexico music,32.00319215197757
belgian new wave,32.0
guinean pop,32.0
turkish experimental,32.0
musique concrete,32.0
jazz venezolano,32.0
swedish prog,32.0
estonian hip hop,32.0
svensk progg,32.0
canadian choir,31.97142857142857
classic korean pop,31.952380952380956
post-post-hardcore,31.88888888888889
one-person band,31.88333333333333
experimental,31.87657038041677
russian choir,31.83333333333333
contemporary classical piano,31.8125
modern performance,31.8
turkish folk,31.79852941176471
psychedelic rock,31.795010975548376
canadian rockabilly,31.75
skiffle,31.75
souldies,31.738952713952727
slack-key guitar,31.68611111111111
spanish invasion,31.66666666666667
berlin school,31.65363636363637
russian orchestra,31.642857142857142
adult standards,31.63490210889541
jazz flute,31.626488095238088
deep new wave,31.58333333333333
jazz rock,31.570297090318128
classical performance,31.56433122838182
italian soundtrack,31.545549187654448
violin,31.440193303420376
krautrock,31.438521579430677
instrumental bluegrass,31.36603814031657
japanese psychedelic,31.3125
pakistani pop,31.27179487179488
deep contemporary country,31.260416666666664
truck-driving country,31.25138888888889
audiophile vocal,31.16666666666667
swamp pop,31.159137667887663
historical keyboard,31.1
russian folk,31.09166666666667
ukrainian classical piano,31.027777777777768
classical organ,31.00997108520828
marimba orquesta,31.0
pornogrind,31.0
danish singer-songwriter,31.0
danish post-punk,31.0
yiddish folk,31.0
rockabilly,30.98891309156439
traditional folk,30.972750492451706
dc hardcore,30.88208333333333
bluegrass gospel,30.878780115157188
nashville sound,30.85808443688324
japanese jazz,30.85535414293309
jig and reel,30.816666666666663
brazilian jazz,30.73642206188445
outsider,30.703712917517272
coco,30.7
children's story,30.666666666666664
barnmusik,30.666666666666664
african-american classical,30.64944134078212
jazz guitar,30.649060471855712
melbourne bounce international,30.60714285714285
irish pub song,30.602976190476195
american contemporary classical,30.58515625
proto-techno,30.44704585537919
streichquartett,30.43636363636364
psychedelic folk,30.337160135186448
electric bass,30.276372995365247
zydeco,30.26190476190477
texas punk,30.25
classic japanese jazz,30.204329004329004
sunshine pop,30.198557727280328
radio symphony,30.18075338123415
cosmic american,30.08135530188739
lds,30.05127819548873
freakbeat,30.03273254657054
british industrial,30.030952380952385
hardcore techno,30.024486383182037
deep christian rock,30.021464646464647
danseband,30.0
deep comedy,30.0
japanese piano,30.0
south african jazz,29.99718045112782
cello,29.976788553259144
crust punk,29.967948717948712
banjo,29.8821546679139
instrumental surf,29.784722222222214
d-beat,29.7
classical cello,29.69814486077701
cinematic post-rock,29.69444444444445
new orleans blues,29.670438857413483
rhythm and blues,29.62223525406223
hammond organ,29.61562850729517
traditional british folk,29.579166666666666
uk82,29.5578125
juju,29.55555555555556
nubian traditional,29.5
microtonal,29.5
zeuhl,29.5
egyptian traditional,29.5
colombian hip hop,29.5
early american folk,29.5
balearic,29.5
memphis soul,29.43303965079965
technical deathcore,29.4
jazz harp,29.329254079254085
chill pop,29.125
british experimental,29.09897959183673
musica jibara,29.08333333333333
brutal deathcore,29.066666666666663
visor,29.05555555555556
classical guitar,29.030898472596583
vogue,29.0
brass band,29.0
lute,29.0
trinidadian reggae,29.0
funeral doom,29.0
proto-rap,29.0
thrash core,28.973926918492136
cowboy western,28.925744553266423
rai,28.909774436090228
clean comedy,28.88887249114521
dutch rock,28.86666666666667
psychedelic blues-rock,28.684126984126983
tagalog rap,28.66666666666667
irish banjo,28.66666666666667
pinoy trap,28.66666666666667
australian post-punk,28.5
hungarian classical piano,28.38343253968254
blues,28.352565872490736
classical clarinet,28.346311858076568
afro-funk,28.33333333333333
jazz organ,28.26757575757576
laboratorio,28.242909108728515
italian library music,28.133333333333336
canzone genovese,28.092342342342345
danish jazz,28.0
islamic recitation,28.0
electrofox,28.0
ambient industrial,28.0
neo kyma,28.0
quran,28.0
russian shoegaze,28.0
surf music,27.954929429544816
filmi,27.917217401495773
21st century classical,27.83333333333333
gospel blues,27.82111861137897
happy hardcore,27.796296296296298
vocal harmony group,27.785871088409447
beach music,27.747994306418217
spiritual jazz,27.691901425582643
noise punk,27.666666666666664
minimal techno,27.6
spytrack,27.517948717948727
chicago blues,27.51427001992771
jazz blues,27.430490943093357
vocal jazz,27.42431238631777
tamil pop,27.406728956228942
brazilian classical piano,27.4
samba de roda,27.378199909543195
japanese jazz fusion,27.363636363636363
belgian classical piano,27.33333333333333
ukrainian classical,27.332835820895525
norwegian contemporary jazz,27.29166666666667
adventista,27.266666666666666
tzadik,27.16666666666667
moog,27.10074236874237
swedish heavy metal,27.0
swedish rock-and-roll,27.0
brass quintet,27.0
commons,27.0
histoire pour enfants,27.0
street punk,27.0
musique pour enfants,27.0
swing revival,26.96666666666667
hindustani instrumental,26.8875
musikkorps,26.875
jazz trio,26.765097603492716
theme,26.757872532971355
american oi,26.72000000000001
vintage italian soundtrack,26.689758012455385
violao classico,26.66666666666667
classic greek pop,26.64439655172414
mallet,26.61111111111111
early reggae,26.56060606060606
french orchestra,26.532058219558223
chill out,26.5
cumbia peruana,26.5
drone folk,26.467204301075267
turkish jazz,26.28743315508021
deep classic garage rock,26.0
swedish stoner rock,26.0
bahai,26.0
nueva ola peruana,26.0
australian classical,26.0
harmonica blues,25.95505650869662
music box,25.95192307692308
sertanejo tradicional,25.95185185185185
harpsichord,25.896568627450986
classic psychedelic rock,25.875
rockabilly en espanol,25.8125
gregorian chant,25.78344155844156
soda pop,25.73333333333333
avant-garde,25.726112580834805
classical trumpet,25.691919191919197
mexican traditional,25.538461538461537
guitarra clasica,25.52898887276245
jazz double bass,25.508930525274877
quatuor a cordes,25.5
musica juiz-forana,25.5
kompa,25.5
liverpool indie,25.46428571428571
old-time,25.420221577568377
azontobeats,25.285714285714285
bolero cubano,25.27490058960647
forro tradicional,25.225
piedmont blues,25.195736779560303
gospel soul,25.16995614035088
deep indian pop,25.1412718981798
soul jazz,25.09036805816464
contemporary classical,24.940986477680024
latin american classical piano,24.859567051917075
avant-garde jazz,24.77389567701909
orchestral performance,24.77048444295575
contemporary post-bop,24.715163562813352
minneapolis indie,24.70546737213404
norsk lovsang,24.66666666666667
jazz quartet,24.597538915818262
pakistani folk,24.557142857142853
bakersfield sound,24.500244188649248
blackgaze,24.5
lounge,24.44197499106303
delta blues,24.42991440584134
puerto rican folk,24.42377493357885
american classical piano,24.39556906216929
classic danish pop,24.35438596491228
timba,24.33333333333333
cambodian rock,24.309523809523807
dabke,24.142857142857142
neo-rockabilly,24.1125
musica tradicional cubana,24.10640729118552
khmer,24.05555555555556
jazz accordion,24.0
spanish renaissance,24.0
nuevo folklore mexicano,24.0
american orchestra,23.995722638899714
jazz drums,23.90592201422241
copla,23.802475845410623
acoustic blues,23.74606007693052
american choir,23.71227785372523
nordic post-rock,23.70833333333333
hawaiian,23.680788611741
steel guitar,23.67857142857143
funk ostentacao,23.66666666666667
free jazz,23.645057989888453
forro,23.633333333333336
madrigal,23.6
uilleann pipes,23.6
jump blues,23.571257863690786
cajun,23.53571428571429
deep southern soul,23.5
black comedy,23.47521367521368
french soundtrack,23.40889870998567
country gospel,23.39839607746064
easy listening,23.330981309872683
hula,23.277777777777786
musica nicaraguense,23.142857142857142
tech house,23.115384615384613
deep adult standards,23.099462874887237
string quartet,23.02149470170329
experimental big band,23.0
vintage rockabilly,23.0
italian renaissance,22.91666666666667
country blues,22.91026566275161
american primitive,22.87849462365591
library music,22.87434031485756
jazz vibraphone,22.75994283494284
free improvisation,22.70944195819261
charanga,22.69028520499109
orchestra,22.66633647726133
german classical piano,22.65740888291939
washboard,22.5
greek pop,22.45350052246604
folklore ecuatoriano,22.40293040293041
bluegrass fiddle,22.366666666666664
jazz violin,22.30566829004329
brazilian classical,22.29523809523809
greek contemporary classical,22.25
piano blues,22.23708408308064
classic colombian pop,22.18645899554991
ballroom,22.12768068657109
cumbia ecuatoriana,22.115384615384613
traditional blues,22.097153097218765
french jazz,22.09053201700261
austrian classical piano,22.017857142857142
old-time fiddle,22.0
jazz,21.962705483664013
fado,21.947402597402597
accordion,21.9375
boogie-woogie,21.90807189542484
viola,21.79032258064516
classic peruvian pop,21.589285714285715
folclore salteno,21.5
japanese traditional,21.458333333333336
arab folk,21.271099514520568
anglican liturgy,21.21212121212121
swedish melodic rock,21.21052631578948
mambo,21.189022389452813
laiko,21.142402279335712
welsh folk,21.125
jazz piano,21.11809132292841
velha guarda,21.09916586427356
pops orchestra,21.096301020408163
bossa nova jazz,21.066666666666663
vocal trance,21.03846153846154
latin classical,21.0141943277541
capoeira,21.0
canadian classical,20.97877652933833
trance,20.92628384687208
[],20.859882191849056
yodeling,20.85372628129325
gospel singers,20.713118022328548
bulgarian experimental,20.666666666666668
jazz saxophone,20.63209178437723
neo-traditional country,20.53333333333333
classic pakistani pop,20.448626007072008
classic soundtrack,20.31051174320882
traditional country,20.301665599229537
bebop,20.29124687470161
cool jazz,20.26662625530392
rap chileno,20.166666666666668
memphis blues,20.15102909246263
string band,20.125
thall,20.0
instrumental progressive metal,20.0
austrian orchestra,19.933588252290548
honky tonk,19.74823714992146
opera,19.662399079361187
classic arab pop,19.53300299821171
makossa,19.5
boy soprano,19.5
jazz brass,19.44174468259834
vintage swedish pop,19.43939393939393
cumbia ranchera,19.438596491228072
jazz trumpet,19.388973517163983
new orleans jazz,19.291005220711803
appalachian folk,19.271003039359783
hard bop,19.00573049523805
german renaissance,19.0
nz christian,19.0
early music,18.99766914547315
tango cancion,18.92760942760943
classic iskelma,18.8
american folk revival,18.69569121216559
partyschlager,18.666666666666668
cuban rumba,18.644097222222214
jazz cubano,18.393492063492054
western swing,18.36897485111121
art song,18.357705406555983
english renaissance,18.2
swing,18.070506822134465
oud,17.865384615384613
baroque,17.683102790785608
classical tenor,17.66170963565695
turkish modern jazz,17.5
rap napoletano,17.5
traditional bluegrass,17.333333333333332
classical,17.142737001371476
classical mezzo-soprano,17.125906991335928
irish classical,17.0
guidance,16.8203125
motivation,16.8203125
classic bollywood,16.754549786549685
choro,16.72831871345029
renaissance,16.705128205128208
italian orchestra,16.594079793754023
harlem renaissance,16.587971654205678
exotica,16.48930474530835
space age pop,16.476808890233315
american romanticism,16.46153846153846
stride,16.224105199081507
classical soprano,16.182741234853125
opera chorus,16.143589743589743
harmonica jazz,16.142857142857142
belgian jazz,16.142857142857142
kabarett,16.0
keroncong,16.0
euphoric hardstyle,15.963636363636365
cha-cha-cha,15.951388888888886
bandoneon,15.87218045112782
honky-tonk piano,15.863636363636363
italian baroque,15.779628143392188
big band,15.572915698636288
jazz trombone,15.478270626258604
african percussion,15.454545454545457
ghazal,15.15436940918047
japanese classical performance,15.088075880758804
torch song,15.079555406505255
australian choir,15.0
dutch folk,15.0
volksmusik,15.0
italian mezzo-soprano,14.994761904761903
koto,14.833333333333336
light music,14.803513071895429
victorian britain,14.704861111111107
german baroque,14.453145744309175
german choir,14.416235632183907
drama,14.382716049382717
polka,14.381944444444445
spirituals,14.262468194235916
cabaret,14.25549843674843
samba-enredo,14.22222222222222
navajo,14.207070707070706
detske pisnicky,14.0
flick hop,14.0
polish classical,13.943356127648164
klezmer,13.933333333333332
english baroque,13.763385446824934
jug band,13.724999999999998
romanian classical piano,13.66837606837607
deep motown,13.666666666666664
entehno,13.561904761904762
british modern classical,13.46895589885786
progressive trance,13.448
pinoy traditional,13.375
hindustani classical,13.34474411836042
jazz clarinet,13.148324376593962
brazilian ska,13.0
dansband,13.0
uplifting trance,12.76543209876543
classical bass,12.647104174485133
bhajan,12.442962962962964
mountain dulcimer,12.355855855855856
classic hardstyle,12.266666666666666
austrian choir,12.10648148148148
beat poetry,12.02777777777778
marching band,12.0
gamelan,12.0
classical baritone,11.76718653310051
ragtime,11.568623022492574
carnatic vocal,11.501937321937325
czech contemporary classical,11.5
turkish trap pop,11.428571428571429
greek guitar,11.333333333333336
russian romanticism,11.286731639085597
kentucky mountain folk,11.227027027027027
italian soprano,11.21307319223986
psychedelic trance,11.166666666666664
tango,11.165900487072248
country boogie,11.163934426229508
romanian rock,11.0915
italian bass,11.04284924575783
vintage hollywood,11.02935562326336
animal singing,11.0
tin pan alley,10.888933945511653
son cubano clasico,10.797619047619047
traditional rockabilly,10.740476190476189
french baroque,10.681623931623934
theremin,10.617056856187288
dhrupad,10.517857142857142
dutch classical piano,10.5
early romantic era,10.398077365706976
polish classical piano,10.37911804952277
music hall,10.376623376623376
german orchestra,10.352829817607798
syrian pop,10.346153846153848
irish fiddle,10.333333333333334
mollywood,9.92
canzone napoletana,9.865394898452845
italian tenor,9.725532011904788
classical era,9.711394903943113
late romantic era,9.6149260294681
post-romantic era,9.613998684798592
acousmatic,9.342524154589372
czech classical piano,9.333333333333334
vintage country folk,9.279761904761903
organic house,9.25
brass ensemble,9.239613526570048
galante era,9.113636363636363
early modern classical,9.10661246524032
indian classical,9.0785580959307
vintage dutch pop,9.0
oratory,9.0
jazz chileno,8.833333333333334
american modern classical,8.804251166944681
classical contralto,8.754106280193236
tollywood,8.6
dixieland,8.419713056760779
serialism,8.338888888888889
tabla,8.285714285714286
mento,8.225581395348836
vintage jazz,8.211609018970671
french romanticism,8.195315754037862
deep northern soul,8.0
funky tech house,8.0
carnatic,7.992518518518517
french opera,7.898541211356338
gospel antigas,7.5
bouzouki,7.476751207729468
swing italiano,7.452950910093768
guitarra argentina,7.388888888888887
finnish contemporary classical,7.3076923076923075
vintage gospel,7.2
baiao,7.1
operetta,7.099924066844675
impressionism,6.776982674906164
vintage old-time,6.695238095238095
dutch cabaret,6.5
vintage schlager,6.461568986568987
finnish classical,6.455882352941176
spanish classical,6.3518299881936215
afghan traditional,6.333333333333332
classic italian folk pop,6.271524635495225
vintage tango,6.269236920452335
italian opera,6.126975130421179
clawhammer banjo,6.0
christelijk,6.0
psalmen,6.0
calypso,5.941478166932428
czech classical,5.770660522273425
carnatic instrumental,5.5
ukrainian electronic,5.5
brazilian percussion,5.4
italian baritone,5.1047509284938135
poetry,5.008184523809524
trio cubano,5.0
musica prehispanica,4.833333333333333
hoerspiel,4.8086046918767495
tamil worship,4.767857142857143
vintage italian pop,4.711601011812837
classic czech pop,4.666666666666667
concert band,4.666666666666667
german romanticism,4.615051155114414
russian modern classical,4.538233974343592
austro-german modernism,4.323809523809524
bahamian folk,4.2111111111111095
caucasian classical,4.125
monterrey indie,4.0
folklore chileno,4.0
dansktop,3.942982456140352
progressive psytrance,3.9047619047619047
british dance band,3.876928480721948
gabba,3.7142857142857135
italian romanticism,3.636323249273338
orquesta tipica,3.6025974025974024
neoclassicism,3.517250645186742
macedonian folk,3.375
reading,3.3478007271855086
vintage swing,3.17948717948718
hiplife,3.0
spanish techno,3.0
rebetiko,2.9760967320349403
ethnomusicology,2.777777777777777
prepared piano,2.5
nordic contemporary classical,2.435897435897436
early avant garde,2.364945264159924
tamil hip hop,2.333333333333333
haitian traditional,2.3190476190476192
musica gaucha tradicionalista,2.2
bandinhas,2.2
dark techno,2.2
rawstyle,2.12
belgian techno,2.0
thai idol,2.0
deep techno,2.0
indonesian worship,2.0
latin tech house,2.0
vintage chanson,1.9689601370851364
turkish classical,1.804112554112554
historic orchestral performance,1.7777281900535111
greek swing,1.7333333333333334
swiss classical piano,1.6691919191919191
hardstyle,1.6666666666666667
mexican classical,1.65
irish ballad,1.6
musica piemonteisa,1.5
thai indie rock,1.5
progressive trance house,1.4821428571428572
komedi,1.45
thai pop,1.3333333333333333
historic classical performance,1.3252475298421584
hindustani vocal,1.0484126984126985
ghanaian traditional,1.0
classic thai pop,1.0
thai folk rock,1.0
outer hip hop,1.0
frenchcore,1.0
chill lounge,1.0
gospel italiano,1.0
baglama,1.0
kolsche karneval,1.0
historic piano performance,0.8007472929205594
guitarra portuguesa,0.8
deep delta blues,0.7857142857142857
german oi,0.78125
deep uplifting trance,0.7291666666666666
latvian pop,0.6666666666666666
burmese traditional,0.6666666666666666
magyar alternative,0.6666666666666666
hungarian folk,0.6666666666666666
classic latvian pop,0.6666666666666666
progressive uplifting trance,0.6111111111111112
german literature,0.5588235294117647
danish classical,0.5138888888888888
wind quintet,0.5
kleine hoerspiel,0.5
rabindra sangeet,0.4926683017704689
muzica populara,0.4372294372294372
bangla,0.434469696969697
german opera,0.3720016747230997
indian instrumental,0.3125
vintage classical singing,0.2846560846560846
marathi traditional,0.271604938271605
folclore extremeno,0.2
bandolim,0.2
bengali folk,0.2
uptempo hardcore,0.2
middle eastern traditional,0.1666666666666666
khaleeji iraqi,0.1666666666666666
mantra,0.148
greek clarinet,0.125
groove room,0.1111111111111111
nuevo tango,0.1052631578947368
historic string quartet,0.0850340136054421
sufi chant,0.0714285714285714
ilahiler,0.0714285714285714
veena,0.0357142857142857
nisiotika,0.0
neo-kraut,0.0
nepali pop,0.0
rwandan traditional,0.0
croatian folk,0.0
greek jazz,0.0
norman ok indie,0.0
chinese soundtrack,0.0
nepali indie,0.0
russian trance,0.0
greek folk,0.0
organic electronic,0.0
spanish baroque,0.0
chinese classical,0.0
greek house,0.0
italian progressive metal,0.0
antilliaanse folklore,0.0
romanian electronic,0.0
atmospheric post-rock,0.0
zurich indie,0.0
coverchill,0.0
depressive black metal,0.0
quartetto d'archi,0.0
punk rock italiano,0.0
punjabi folk,0.0
zambian pop,0.0
dubsteppe,0.0
hungarian pop,0.0
albany ny indie,0.0
hungarian rock,0.0
hungarian techno,0.0
portuguese early music,0.0
deep space rock,0.0
xtra raw,0.0
thai folk,0.0
swedish jazz orkester,0.0
pinoy r&b,0.0
palestinian pop,0.0
orkney and shetland folk,0.0
oriental classical,0.0
arabic hip hop,0.0
hungarian edm,0.0
ryukyu ongaku,0.0
gypsy,0.0
nederlandse hardstyle,0.0
kannada bhava geethe,0.0
trad jazz catala,0.0
israeli techno,0.0
ethnotronica,0.0
shabad,0.0
uzbek pop,0.0
uzbek traditional,0.0
experimental indie,0.0
deep full on,0.0
dark hardcore,0.0
dark minimal techno,0.0
kashmiri pop,0.0
focus trance,0.0
haryanvi pop,0.0
jewish cantorial,0.0
italian blues,0.0
jazz tuba,0.0
skramz,0.0
sky room,0.0
slovak electronic,0.0
trance mexicano,0.0
italian mandolin,0.0
vaudeville,0.0
italian techno,0.0
cameroonian pop,0.0
deep minimal techno,0.0
serbian electronic,0.0
industrial hardcore,0.0
funk 150 bpm,0.0
cypriot pop,0.0
gujarati garba,0.0
musica antigua,0.0
folclore navarra,0.0
hard minimal techno,0.0
sandalwood,0.0
mongolian pop,0.0
mongolian hip hop,0.0
belgian hardcore,0.0
modern swing,0.0
minimal melodic techno,0.0
berlin minimal techno,0.0
esperanto,0.0
middle east hip hop,0.0
birdsong,0.0
israeli classical,0.0
full on,0.0
classic eurovision,0.0
deep psychobilly,0.0
speedcore,0.0
vintage spanish pop,0.0
deep progressive house,0.0
israeli folk,0.0
tajik pop,0.0
medieval,0.0
