mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,alternative rock,0.15705871937921256,0.4783424276886565,240339.44120031735,0.7117322313989154,0.16548782911256404,0.19039048143802687,-8.305646269880699,0.062274000533020436,125.4851876376684,0.5058402960386075,42.72960825695093,7
1,ambient,0.6732743467076509,0.3350752947488824,350676.8253885043,0.27629745841177084,0.7529056017847178,0.12553576966443994,-19.52910198007929,0.043267816669735656,107.28752653132194,0.19148207614507448,43.241136528122816,11
1,blues,0.5913144775368308,0.5826933081017056,230965.36081074894,0.4508048993434842,0.10295492190625924,0.19913064406952485,-11.684419035725751,0.06836228068761763,116.6415666499722,0.6431102369314657,28.352565872490736,0
1,classic rock,0.2668147467190445,0.5254330038344099,254238.06051499976,0.6063154783872091,0.07212945974706719,0.2192113603528552,-10.367957872626787,0.060576345611870426,123.09597631800136,0.5884981442324899,36.8183916977534,9
1,classical,0.9230848689192328,0.3144252479947693,312001.1515729343,0.16407920086991465,0.5760118839862208,0.17213653086501385,-20.97263389850173,0.05345407460114258,103.15758348413011,0.2356251890056112,17.142737001371476,7
1,country,0.3171068021770897,0.589586373933353,213907.40094147253,0.58915757133936,0.016325767739376912,0.17344549913100646,-8.585564386269311,0.04558997764661312,122.4546646595809,0.5707950392325253,44.31724542423189,7
1,country rock,0.3601398325385802,0.5626379483851138,235107.2421992,0.5369717002543435,0.05239606935872362,0.2005569428158984,-11.140793799498649,0.048922009049517816,121.49687659204966,0.6144155888818442,36.48718341013269,7
1,dance pop,0.18368680676583865,0.6518115843817148,229190.83388664768,0.6843806823563691,0.02715595957940806,0.1816706050165908,-6.391757410800049,0.08443174178883278,119.4704292887894,0.5456980191310821,55.668339678786744,7
1,disco,0.25509769538600585,0.6647517265660592,287209.1416689016,0.6167372912957944,0.08234601323354962,0.1656192958502154,-10.322185657436144,0.060661621109941465,116.50804058444295,0.7194565850963407,40.193234841163466,7
1,electro,0.12061038616371587,0.795598536895207,303464.484029691,0.6716991753051186,0.13800262534609736,0.18462167673424887,-10.338715972240976,0.15038538445502736,113.01529038238805,0.6524782592618944,37.10704981505326,7
1,electro house,0.07570687165754922,0.6352858116437545,236145.0713584968,0.7907568972180593,0.14712168604347825,0.20831990313826,-5.180620323254948,0.09423784035682092,126.27097352812794,0.4133194770645647,56.97599062912178,11
1,emo,0.07730101748190353,0.4549152334883891,218285.2541115661,0.8042458209363019,0.07530786742120521,0.2014853965559214,-5.989002694927088,0.07343053896773065,132.58597893580776,0.4517315561020012,45.102787607451276,9
1,folk,0.5254210239062508,0.5343184026562006,230880.70712874678,0.4200364578896492,0.04062324201143536,0.1800197257295178,-12.26032163469316,0.05108770197222049,118.69979330379671,0.5181895472202587,36.54990059949814,9
1,funk,0.3146137839537933,0.6369413679348509,279910.8099219125,0.5690044540157878,0.10961710709080227,0.17533853301999675,-10.269994924374473,0.06597718111106028,116.32336470378729,0.6515148518792062,38.30313367832304,7
1,gospel,0.360793401271254,0.4804540894331916,346024.3408414836,0.604596712453676,0.0025418269749332557,0.3335043909486947,-8.57826289430549,0.08107273299707472,115.74051446142369,0.4196096617804449,39.751221079173064,1
1,grunge,0.1186594729972572,0.4344412367722961,240251.29717670786,0.7437118657808554,0.20280880507016985,0.2017669971472124,-8.605394407683885,0.05339163114515524,123.53264958558105,0.4691151790128421,41.12059484873074,9
1,hard rock,0.11229993724460394,0.4646465086499363,273940.05882288696,0.7446274307686203,0.09720412543098794,0.239137945302948,-8.840136995690816,0.0669949864977045,125.97239709607216,0.4875210974047463,38.326197983924416,9
1,hip hop,0.16080704727339604,0.7211489482886427,247487.6881424673,0.6713069303683112,0.02668885344597393,0.2174128168220477,-7.574801263734236,0.22018104582601267,111.98195637445593,0.5845543120090169,48.97433067109839,1
1,house,0.0964555793195327,0.6787885012375239,255684.54809427282,0.746817075668035,0.19034831072864392,0.19668214066003334,-6.39820663027591,0.07455076122078544,123.24010455211835,0.4801666698626974,50.47767894667105,11
1,indie rock,0.2436046038030565,0.5234866535345869,242354.61989687386,0.6490910988981262,0.15310994396974045,0.1870667131658761,-7.882596786699978,0.05459333791185258,122.29700582038721,0.4721417727284536,48.847724569136496,7
0,instrumental math rock,0.00296,0.4320000000000001,172437.0,0.664,0.758,0.11699999999999999,-7.2810000000000015,0.0363,196.083,0.27699999999999997,50.0,9
1,jazz,0.758729941576187,0.5074959731854793,326195.3221862528,0.32139203207456585,0.3760971394810683,0.18549829903409035,-14.929654443901025,0.05560632889683007,112.91365151993784,0.4864516786296216,21.962705483664013,5
