Assignments,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,loudness_scale,tempo_scale,duration_scale,popularity_scale
10,35.53353376503238,232397.3336416898,0.08934628430465619,0.5420046253468997,0.8311215695343762,5.234505087881591,-6.014740980573531,0.6188714153561518,0.08222392075238992,0.0640576258610857,0.010811107283379561,0.37931467776749883,0.501708965464077,121.61014184397172,3.975177304964539,0.8997543169904392,0.4994112770637882,0.043008667278928464,0.3553353376503248
11,23.84028937117418,233548.1307735114,0.020404377666481174,0.6035899833055111,0.8409426822481894,5.576145427564459,-8.081652940085316,0.5989612316824336,0.054847115562975106,0.0640477168855498,0.7649233908365782,0.18178547579298826,0.7836377295492479,129.28317640511943,3.972361342979039,0.865305784331913,0.5309218067863335,0.0432216398211365,0.23840289371174028
12,39.69262097422432,234029.55640105033,0.1350945822839076,0.7435021703016989,0.7096274583355671,5.414715181394352,-6.890136434274653,0.57076255291785,0.07993917260597,0.1046100633888864,0.008722647069288861,0.13201739992497852,0.6317212368040325,112.68614956326013,3.9877820052515944,0.8851643927620887,0.4627634916583908,0.0433107349682704,0.3969262097422433
13,33.448872078886936,236741.55031743887,0.07294340132378765,0.6045237066054283,0.7828200036471686,5.295961096852627,-7.439287045792209,0.6566256922869107,0.09787136296096136,0.139691779897339,0.015521824868296643,0.7565397811697931,0.7298389841955968,124.42605173578293,3.972308523571525,0.8760118825701274,0.5109752562997496,0.04381263076106947,0.3344887207888697
14,35.19846925310108,260136.02560042226,0.07864871997888626,0.3980207178675125,0.8577217603589329,5.300607020321984,-5.81229796780154,0.6205463182897862,0.08866362496701002,0.035704723407891124,0.024918072624703195,0.18611266165215132,0.2811149076273421,138.73713367643109,3.9408155186064926,0.9031283672033058,0.5697459772262492,0.04814213483860869,0.3519846925310133
15,23.584076943628105,210642.45300561047,0.022228159230563718,0.6454932407160027,0.6501819930536996,5.230189687416511,-7.981644349452291,0.682340368688218,0.07350397007747837,0.7260133048356928,0.013325844673791104,0.17082075981832784,0.8538694629975861,116.73886812717133,3.908682874699439,0.8669725941757959,0.47940662127647277,0.03898259517083564,0.23584076943628438
16,33.19326818675353,221749.06887893594,0.04682410423452769,0.44722124049945705,0.8182584826275768,5.333876221498372,-6.664936957111847,0.6971362649294245,0.07853246471226943,0.05833477957722574,0.012579637410423453,0.1700658251900104,0.7043172502714483,165.39641843105267,3.9563653637350704,0.8889177173814721,0.6792265455656425,0.04103804365299096,0.3319326818675329
17,27.986594761171034,234472.60477657936,0.022650231124807397,0.5553919876733436,0.6862522342064717,5.231741140215717,-8.462467642526962,0.6909090909090909,0.10827067796610164,0.6023086286594754,0.012196528429892143,0.7582510015408318,0.7156052388289654,119.68271386748863,3.9121725731895225,0.85895887262455,0.4914959893041596,0.04339272782022394,0.2798659476117124
18,20.187080948487328,280870.71839738346,0.036304170073589534,0.5112305314799683,0.855129844644312,5.505314799672935,-7.69198004905966,0.5710547833197056,0.06950233851185607,0.027403795519214912,0.8216560915780893,0.18584531479967323,0.26394551757972134,130.10828667211828,3.9511038430089944,0.8718003325156691,0.5343102525681703,0.05197940564400564,0.20187080948487104
19,26.62650035302424,251125.23464344552,0.020710755471875734,0.6704311602730058,0.5092423831489769,5.332784184514003,-12.02811579195104,0.6119086843963285,0.06157422923040707,0.1822059244928223,0.7332833607907738,0.13899785831960482,0.6846481525064714,119.53369851729785,3.944692868910332,0.7995314034674817,0.49088403420557963,0.04647455068815516,0.2662650035302429
20,30.751124567474047,218582.04653979238,0.030017301038062282,0.5491900519031141,0.7002963667820086,5.267128027681661,-7.836802854671269,0.6903114186851211,0.08515019031141877,0.40686130622837297,0.007877044922145348,0.18151120069204218,0.8231789792387574,163.8071519896194,3.9110726643598617,0.8693866190888139,0.6726999716214289,0.04045193791797761,0.30751124567473676
21,13.407983112646326,199764.80829015543,0.0019190174630589138,0.6046964114373431,0.5895567069660316,5.132028401458453,-9.767534254461706,0.6816350028785262,0.06380627518710429,0.7981279984647847,0.7527605066206089,0.1674723085780079,0.8128547303780428,123.31027441949708,3.902897716369219,0.837207762425635,0.5063931403183365,0.03696952128993345,0.13407983112646243
22,27.706413599922726,228463.64391963682,0.020622041920216362,0.5634108470974609,0.43489075630252216,5.191780160339998,-9.835471312663014,0.6606297691490389,0.05173581570559254,0.7413489326765167,0.009098875163237787,0.15065509997102364,0.48865691104027814,104.93871071187071,3.863759296822177,0.8360754781222851,0.4309474089528061,0.04228067806415054,0.27706413599922936
23,26.89030612244898,288026.9503968254,0.026927437641723357,0.4149999433106588,0.3893111642857147,5.053287981859411,-13.822192176870766,0.6315192743764172,0.04908613945578233,0.17411235780895723,0.7528557256235805,0.16425912698412728,0.20281336167800373,114.44000028344666,3.796201814058957,0.7696301303854863,0.46996595696816423,0.05330377540424286,0.2689030612244892
24,28.0259937121042,208099.94088255108,0.02211991915562542,0.6936333370761275,0.44828214069166905,5.167976644958455,-11.24495362676845,0.7018302268133843,0.06299038288794064,0.5079064114080402,0.009972686582079483,0.1449718560521009,0.7780608017067088,113.44381074556443,3.9230294183696386,0.8125841062205247,0.465874947108562,0.038512064566031144,0.2802599371210427
25,15.088923255364392,250540.11482698628,0.002513048521167601,0.45118391648946315,0.23277713647786535,5.024937173786971,-15.325063406147345,0.6659578581094142,0.049761028416779304,0.9001735936593831,0.4383276628648743,0.16170922095495843,0.36992393388749323,108.4819041175337,3.796056446936014,0.7445822765642106,0.44549809293997106,0.04636626535152883,0.15088923255364298
26,19.077630822311672,160702.04255319148,0.00948821161587119,0.6853683151236347,0.26966035382403664,5.324324324324325,-18.49631397354802,0.6207590569292697,0.9146201840138026,0.3857038855664176,0.00030908128522139176,0.26964361702127543,0.483213686026451,105.84230534790127,3.5606670500287523,0.691728100440866,0.4346581632064008,0.029740361349716235,0.19077630822311872
27,13.032237673830593,332074.08280657395,0.0012642225031605564,0.3062668141592923,0.265633284197219,4.871049304677623,-17.739375474083445,0.7130214917825537,0.055441656131479125,0.8857614412136556,0.795502528445005,0.6606472819216185,0.19345220164348925,101.38599494310984,3.690265486725664,0.7043437420986097,0.4163576198758548,0.061455368336554864,0.13032237673830607
28,28.377221240777306,246795.9427933077,0.007534033045827704,0.39927646264158784,0.3452992673802386,5.139405590772109,-10.735215992933544,0.6892860854203471,0.03867193702587535,0.7770060272264308,0.009997723960823048,0.1574873999792176,0.24631106827392765,128.180260625585,3.769458588797672,0.8210797334511113,0.5263925087393172,0.04567334927238036,0.2837722124077742
29,34.812442562033006,228273.78151596276,0.04726894953450274,0.6970614935869252,0.8303381148359773,5.447556638830063,-6.337373396731541,0.6201702161665401,0.06609420226155745,0.0860181655819722,0.013927373748751424,0.10287561273824311,0.8676856195308948,123.3721834019257,3.9881328165581174,0.8943771100544708,0.5066473793440255,0.04224554113370289,0.34812442562033014
30,30.397768348263398,287067.71475719,0.05689140342605689,0.415222096495364,0.7815906051076527,5.198962753418199,-7.594315888731718,0.6734244853056734,0.09084284142699972,0.11536796539053924,0.027157837300015746,0.8153488920320587,0.33271079365079526,126.18713531353157,3.9336790821939336,0.873428068521141,0.5182074244827921,0.05312625423469787,0.30397768348263315
31,29.04868180631689,246981.48616549204,0.02401461759331767,0.47463782302270996,0.49126759331767295,5.00404594100757,-9.791484077264451,0.663664839467502,0.05398824066823284,0.443314598016183,0.00951341678021402,0.4190515531192897,0.4281724497520225,114.94147833463875,3.864917776037588,0.8368085987122589,0.4720253558815082,0.04570768690024816,0.2904868180631696
32,17.934013081954596,330884.81223547517,0.0005771450557906887,0.22613902462485475,0.11657283394574845,4.982781839168911,-21.774507887649037,0.665929203539823,0.04158808195459801,0.9320879184301648,0.842074066948828,0.13388300307810785,0.0916191969988456,93.81476144671018,3.642266256252405,0.637091535205849,0.38526515232297354,0.061235275698246903,0.17934013081954217
33,32.24507339634024,226712.3604966821,0.042781017494470136,0.7425681178363147,0.5499883611502099,5.380906897245124,-10.445486728332986,0.6569475165895837,0.06884547054092116,0.13692141233159216,0.014298135008546169,0.12553603458676854,0.8631592097325481,118.534468328976,3.9715966217574903,0.8259085545277806,0.48678053743414584,0.04195657638506189,0.3224507339634028
34,30.525321196059227,240829.93679783374,0.023967275450826754,0.5863016650342806,0.46997919438843216,5.238808549864608,-11.133816903842808,0.6854295097078988,0.04732065449098385,0.1827566189779347,0.013100388525666874,0.15270848072823684,0.5711455320619944,116.02396185976772,3.913579535634038,0.8144363849359559,0.47647074564496583,0.04456924896786057,0.3052532119605922
35,21.24092671770906,210684.7090583673,0.00576712737396838,0.4439119021576997,0.42257365019389476,5.208312618076961,-10.633020085512598,0.699313910708959,0.06459119021577049,0.7636937456497934,0.01787476058566177,0.16684759868748114,0.6619252262106015,166.50354290543902,3.683106294123496,0.8227829985747913,0.6837731272835643,0.038990415297190086,0.21240926717708752
36,19.780570652173914,260386.75543478262,0.006567028985507246,0.3895168704710164,0.41806494565217356,4.881114130434782,-12.579408967391304,0.6501358695652174,0.04786019021739137,0.7708566576086963,0.8253620923913039,0.16610086050724626,0.282985803894928,115.13834193840582,3.7977807971014492,0.7903431838768128,0.47283380739940095,0.04818853621445028,0.19780570652173915
37,32.155192532088684,100400.80017502917,0.027712952158693117,0.6395711785297545,0.6014349474912469,5.02683780630105,-10.89632147024505,0.6336056009334889,0.8224121936989492,0.39147989498249725,0.0008617327187864642,0.4204622812135356,0.5651868144690793,101.32681271878674,3.560385064177363,0.8183946421625834,0.4161145787134938,0.018580697728329636,0.3215519253208904
38,24.89440734557596,156037.67550083474,0.0162771285475793,0.6390262938230363,0.5214206385642721,5.105801335559265,-13.61385475792989,0.6673622704507512,0.8782767111853095,0.7419622287145249,0.0018511148226210362,0.7226761268781303,0.5598624791318849,99.40227733722872,3.5807595993322203,0.77310242070117,0.4082111698523195,0.028877149162734293,0.2489440734557586
39,42.736493803393095,213194.61352424498,0.4794850198532066,0.7451405366381884,0.6118378053182547,5.544459150523402,-8.127165563710742,0.5468655998074841,0.3507618818433406,0.1884007409337025,0.0032513081867404604,0.17662284923595314,0.5843950066177365,116.06575622668782,3.9689568042353507,0.8645472406048222,0.476642380821445,0.0394549113582392,0.42736493803393094
40,41.73573285116962,240317.61509775117,0.1955023166459487,0.6628931517685636,0.6308738275511317,5.1769126454966665,-7.2435498926432285,0.5891061136851622,0.07815452593513388,0.10585429811786683,0.011574809180698368,0.1450048819075605,0.30581001808114083,115.54498711718833,3.976551022714431,0.8792741684559431,0.4745037601267642,0.04447443603178515,0.41735732851169577
41,36.461600559711535,238637.24019159356,0.05936171357838652,0.5538894569721784,0.8430263710241647,5.39739518863355,-5.819932619342358,0.6389860610300845,0.06505575587966254,0.05202371231957384,0.00994340111942309,0.12458723965341048,0.5526101932081138,115.49492293202825,3.978956999085087,0.9030011230109585,0.47429816363401217,0.04416345705405615,0.3646160055971155
42,15.794251497005988,206637.5394011976,0.006586826347305389,0.5357948502994028,0.4470652706586822,5.152934131736527,-10.651188263473067,0.6808383233532934,0.08397429940119767,0.8432343712574811,0.02430299949341311,0.44329688622754543,0.7254747305389205,112.04619401197608,3.8222754491017965,0.8224801956087845,0.4601354129941888,0.038241424891495845,0.15794251497005649
43,31.971338209132238,252869.11336232457,0.026685115635501088,0.5277307718916768,0.38457299672860185,5.156107926467682,-10.965058262502463,0.6903538248665744,0.044018546155366815,0.4939109013639091,0.010828254646669307,0.13397268728998016,0.2709721733544189,111.8071620379521,3.874283455228306,0.8172490289582882,0.45915379039597065,0.04679728201394012,0.3197133820913223
44,34.37956932464942,223108.78659860353,0.05703221263861996,0.6581211054391872,0.8211134189990006,5.350290441823622,-6.494260634864726,0.629407968080737,0.07210563867863673,0.10215970046998785,0.010253611664613048,0.34345702047761445,0.821515636918382,121.28920806196129,3.9836296426685442,0.891762322752253,0.4980933117403617,0.041289680132988386,0.34379569324649156
45,15.014535881881653,178117.89624585098,0.0040059516996680785,0.6645837816184073,0.29738068908092086,5.115428636831864,-12.700053050246087,0.7246194345885315,0.09248977910037794,0.8843710655831557,0.03242194845770865,0.14590736522834033,0.7571268169852334,113.77375918507532,3.863168135515623,0.7883324491625676,0.46722993254844725,0.032963430414703516,0.15014535881881588
46,29.704242424242423,272413.5321212121,0.05090909090909091,0.5066975272727281,0.8065806060606064,5.534060606060606,-7.750061818181832,0.6067878787878788,0.06296113939393937,0.043342500203636385,0.4252993939393945,0.1923829333333331,0.47076686060605993,127.63399757575738,3.9585454545454546,0.8708323030303029,0.5241491931474559,0.05041427447417631,0.29704242424242344
47,36.40029676977514,243228.57173838603,0.08206825704828216,0.5837205798424832,0.6652579043488165,5.3057870106152265,-7.088223433398008,0.5995890880036525,0.0744601929003539,0.4760218582353622,0.007995038745006244,0.14832524255222077,0.4752787581326366,118.7579068028764,3.937107636114599,0.8818629427767027,0.48769812285838243,0.0450131529080014,0.36400296769775
48,20.837606837606838,266989.6611362494,0.03519356460532931,0.44017018602312724,0.8544484665661135,5.37305178481649,-8.51999145299144,0.5942684766214178,0.08028577174459514,0.057432768823529476,0.7544962292609364,0.6918803418803414,0.37873761085972824,128.61849673202624,3.9336349924585217,0.858000142450142,0.5281921946064226,0.049410504513046884,0.20837606837606734
