Assignments,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,loudness_scale,tempo_scale,duration_scale,popularity_scale
0,33.23328807186129,223689.07906831,0.05138917902653019,0.7137015876331718,0.7591171401712958,5.352308335074159,-6.833557969500719,0.6339565489868394,0.07519254752454568,0.4074414560267382,0.007089796637768954,0.15838589252141244,0.8512373616043404,110.2604930018802,3.9652705243367454,0.8861073671749892,0.45280214943258495,0.04139707209555092,0.33233288071861183
1,24.76027397260274,129119.90763802407,0.0161892901618929,0.682281444582814,0.45068727687837196,5.199252801992528,-13.297555624740546,0.6473640514736405,0.8765440016604374,0.7336953092569541,0.0022414532523868822,0.2993996264009966,0.6863875051888754,100.10303777500992,3.592777085927771,0.7783740729209945,0.4110889533976856,0.023895606114189713,0.24760273972602914
2,15.544011373060064,236961.6485013624,0.0007108162539983414,0.45847446984954493,0.13182329297476644,4.8720530742802985,-20.30250479800973,0.6775263594360857,0.052333574221063536,0.961488804643991,0.8767903092050743,0.1297455633218813,0.30125083520909873,106.37916526477902,3.762587371164554,0.661624920033174,0.4368628633459375,0.04385336328330942,0.15544011373059746
3,32.780157030692365,274026.229511388,0.022256829537343457,0.4179690415936661,0.4675608738174024,5.053273635714749,-9.94913165920442,0.6765946401920706,0.04052262020634584,0.15656424211602227,0.016983671050548262,0.157551385374084,0.24601941794822083,122.93077334371577,3.8290182337291543,0.8341811390132616,0.5048346591421,0.05071272869647209,0.32780157030692214
4,20.59419592051125,204466.90335288452,0.004333362514225685,0.5369215179900199,0.19203383892147388,5.110522629782019,-14.619021010242518,0.709489626192769,0.05536163442178088,0.8912515538825112,0.012591152019171853,0.1518272564125012,0.40377923925413645,106.26603484198543,3.7765910881554756,0.7563496498292918,0.43639827537600767,0.0378397156200396,0.20594195920511882
5,21.697575360419396,291828.6133682831,0.002785058977719528,0.4120721985583221,0.3342774902522929,5.133191349934469,-13.363415137614613,0.7033093053735255,0.07222355832241154,0.8011651376146788,0.019875106289318472,0.7394813237221511,0.32688412844036646,109.59503112712999,3.7655635648754915,0.7772764143730885,0.45006932501788205,0.05400733105733008,0.2169757536041932
6,8.83155240725177,179994.45467643175,0.0006003121623244087,0.5617562732620937,0.2602394511946205,5.140112858686517,-15.937204706447329,0.6743906831552408,0.0808891343498617,0.9528292712210266,0.832804778484814,0.15847894104934562,0.7291869372073498,116.83704298235078,3.8147436667066876,0.7343799215592107,0.4798097918431537,0.033310716142579994,0.08831552407251612
7,15.980925131139724,247945.35073915118,0.00882212684787792,0.669433237958991,0.2433132014783021,5.029327610872675,-18.340444444444426,0.6878874582737243,0.8652122079160721,0.7915045302813571,0.0031802149785407677,0.23513738674296608,0.4340252980448252,103.56743419170256,3.5467334287076775,0.6943259259259258,0.425316045089884,0.04588606472455847,0.15980925131139734
8,18.040439263037367,231869.73998126367,0.0019777245758301237,0.3104553710835837,0.15091199379619108,5.0828562506505675,-17.020190798376163,0.706672218174248,0.04185701571770583,0.914857499739773,0.03231344506037249,0.1603561205371091,0.16589465545955961,97.147376340169,3.65426251691475,0.7163301533603945,0.3989510623520837,0.04291102803391599,0.18040439263037944
9,9.732077764277035,233685.76974483597,0.001215066828675577,0.4785914945322004,0.49421306196840875,5.266707168894289,-12.652008505467817,0.6701093560145808,0.10303256379100838,0.8573383961117857,0.7692484811664633,0.6426944106925881,0.6726287970838399,116.16557229647623,3.856622114216282,0.789133191575537,0.47705229129542936,0.0432471120097781,0.09732077764277063
