,Unnamed: 0,Key,MusicalKey,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
55111,55111,3,Eb,0.35100000000000003,2019,0.126,"['The Chainsmokers', 'ILLENIUM', 'Lennon Stella']",0.528,209880,0.511,0,3g0mEQx3NTanacLseoP0Gw,0.0,0.101,-8.144,1,Takeaway,80,2019-12-06,0.0324,100.1
55118,55118,3,Eb,0.304,2020,0.0946,"['Jhay Cortez', 'Bad Bunny']",0.807,227520,0.606,1,2tFwfmceQa1Y6nRPhYbEtC,0.0,0.119,-8.871,0,CÓMO SE SIENTE - Remix,85,2020-05-09,0.08800000000000001,92.988
55119,55119,3,Eb,0.595,2020,0.0103,"['Miley Cyrus', 'Dua Lipa']",0.7809999999999999,169333,0.67,0,5JqZ3oqF00jkT81foAFvqg,0.0,0.0761,-3.912,0,Prisoner (feat. Dua Lipa),85,2020-11-20,0.0452,127.99
55923,55923,3,Eb,0.89,2020,0.0165,['Justin Quiles'],0.807,185840,0.6559999999999999,1,3GtnId3Cm1Xa6joCj08nzW,0.0,0.0693,-4.395,0,Jeans,91,2020-08-14,0.105,83.943
57394,57394,3,Eb,0.608,2019,0.536,"['Alan Walker', 'Ava Max']",0.67,179053,0.6679999999999999,0,0bMbDctzMmTyK2j74j3nF3,0.0,0.133,-4.306,0,"Alone, Pt. II",80,2019-12-27,0.0422,88.03299999999999
58750,58750,3,Eb,0.62,2020,0.062,"['Ozuna', 'KAROL G', 'Myke Towers']",0.754,233160,0.7959999999999999,0,2uu2aGqA2UblCg581Q7l1g,8.6e-05,0.204,-3.743,0,Caramelo - Remix,82,2020-08-17,0.139,168.045
61410,61410,4,E,0.514,1981,0.127,['Journey'],0.5,250987,0.748,0,4bHsxqR3GMrXTxEPLuK5ue,0.0,0.447,-9.072,1,Don't Stop Believin',81,1981,0.0363,118.852
61610,61610,4,E,0.259,1990,0.000147,['AC/DC'],0.502,292880,0.89,0,57bgtoPSgt236HzfBOd8kj,0.0117,0.217,-5.175,1,Thunderstruck,83,1990-09-24,0.0364,133.52
61623,61623,4,E,0.458,1991,0.0576,['Red Hot Chili Peppers'],0.5589999999999999,264307,0.345,0,3d9DChrdc6BOeFsbrZ3Is0,0.000105,0.141,-13.496,1,Under the Bridge,81,1991-09-24,0.0459,84.581
61774,61774,4,E,0.613,2000,0.14300000000000002,['OutKast'],0.843,270507,0.8059999999999999,1,0I3q5fE6wg7LIfHGngUTnV,0.0,0.0771,-5.9460000000000015,0,Ms. Jackson,80,2000-10-31,0.269,94.948
61795,61795,4,E,0.6920000000000001,2001,0.000481,['Papa Roach'],0.589,199907,0.89,1,5W8YXBz9MTIDyrpYaCg2Ky,0.00082,0.201,-3.719,0,Last Resort,80,2001-04-25,0.0603,90.598
61830,61830,4,E,0.29600000000000004,2003,0.0072099999999999985,['Evanescence'],0.331,235893,0.943,0,0COqiPhxzoWICwFCS4eZcp,2.06e-06,0.242,-3.188,0,Bring Me To Life,80,2003-03-04,0.0698,94.612
61958,61958,4,E,0.363,2012,0.908,['Michael Bublé'],0.339,206640,0.214,0,5a1iz510sv2W9Dt1MvFd5R,7.47e-06,0.341,-11.714,1,It's Beginning to Look a Lot like Christmas,83,2012-11-09,0.0375,94.775
61960,61960,4,E,0.888,2012,0.009000000000000001,['One Direction'],0.726,199987,0.787,0,4cluDES4hQEUhmXj6TXkSo,0.0,0.0596,-2.494,1,What Makes You Beautiful,82,2012-05-25,0.0737,124.99
61978,61978,4,E,0.743,2014,0.0211,['Calvin Harris'],0.596,222533,0.856,0,6YUTL4dYpB9xZO5qExPf05,0.0178,0.141,-3.556,0,Summer,80,2014-10-31,0.0346,127.949
61979,61979,4,E,0.201,2014,0.607,['Ed Sheeran'],0.614,258987,0.379,0,1HNkqx9Ahdgi1Ixy2xkKkL,0.000464,0.0986,-10.48,1,Photograph,84,2014-06-21,0.0476,107.989
61991,61991,4,E,0.785,2015,0.0115,['Tame Impala'],0.64,216320,0.74,1,6K4t31amVTZDgR3sKmwUJJ,0.00678,0.16699999999999998,-4.083,1,The Less I Know The Better,85,2015-07-17,0.0284,116.879
61992,61992,4,E,0.648,2015,0.0462,['Twenty One Pilots'],0.7340000000000001,202333,0.637,0,3CRDbSIZ4r5MsZ0YwxuEkn,2.29e-05,0.0602,-5.6770000000000005,0,Stressed Out,84,2015-05-15,0.141,169.977
61993,61993,4,E,0.56,2015,0.00359,['Fall Out Boy'],0.393,228360,0.858,0,04aAxqtGp5pv12UXAg4pkq,0.0,0.102,-2.8680000000000003,0,Centuries,81,2015-01-20,0.0729,176.042
61995,61995,4,E,0.515,2015,0.835,['Justin Bieber'],0.609,233720,0.378,0,50kpGaPAhYJ3sGmk6vplg0,0.0,0.28,-9.828,1,Love Yourself,82,2015-11-13,0.438,100.418
62010,62010,4,E,0.5479999999999999,2016,0.0841,['Twenty One Pilots'],0.732,195920,0.396,0,6i0V12jOa3mr6uu4WYhUBr,3.58e-05,0.105,-9.348,0,Heathens,81,2016-06-16,0.0286,90.024
62011,62011,4,E,0.378,2016,0.0717,['Rihanna'],0.509,224000,0.637,1,5oO3drDxtziYU2H1X23ZIp,1.0800000000000003e-05,0.0789,-4.83,0,Love On The Brain,80,2016-01-28,0.0471,172.00599999999997
62026,62026,4,E,0.28600000000000003,2017,0.256,"['Marshmello', 'Khalid']",0.52,180823,0.7609999999999999,0,7vGuf3Y35N4wmASOKLUVVU,4.96e-06,0.17,-3.093,1,Silence,83,2017-08-11,0.0853,141.971
62027,62027,4,E,0.16899999999999998,2017,0.816,['Billie Eilish'],0.511,200379,0.363,0,7hDVYcQq6MxkdJGweuCtl9,0.0317,0.084,-7.65,0,ocean eyes,82,2017-12-22,0.041,144.892
62031,62031,4,E,0.0573,2017,0.007859999999999999,"['League of Legends', 'Against The Current']",0.498,235000,0.598,0,1FpVJ7HpZInE2GvhVE2TwT,0.0,0.111,-6.638,0,Legends Never Die,81,2017-09-15,0.0377,140.078
62036,62036,4,E,0.12,2018,0.934,"['Billie Eilish', 'Khalid']",0.35100000000000003,200186,0.29600000000000004,0,0u2P5u6lvoDfwTYjAADbn4,0.0,0.095,-10.109,0,lovely (with Khalid),89,2018-04-19,0.0333,115.284
62037,62037,4,E,0.273,2018,0.0175,"['Lil Peep', 'XXXTENTACION']",0.669,196400,0.574,1,4jvjzW7Hm0yK4LvvE0Paz9,0.00294,0.146,-6.442,0,Falling Down - Bonus Track,84,2018-11-09,0.0286,120.013
62038,62038,4,E,0.544,2018,0.259,"['Meek Mill', 'Drake']",0.889,180522,0.496,1,2IRZnDFmlqMuOrYOLnZZyc,0.0,0.252,-6.365,0,Going Bad (feat. Drake),82,2018-11-30,0.0905,86.00299999999999
62039,62039,4,E,0.381,2018,0.115,['Juice WRLD'],0.594,191840,0.7979999999999999,1,1Knctxx9vGZxpZfF66BIEa,0.0,0.14300000000000002,-5.244,1,Legends,81,2018-06-22,0.0844,142.049
62048,62048,4,E,0.124,2018,0.894,"['Kina', 'Adriana Proenza']",0.522,187932,0.128,0,58wyJLv6yH1La9NIZPl3ne,0.026,0.0941,-18.717,1,Can We Kiss Forever?,83,2018-08-31,0.0357,109.986
62052,62052,4,E,0.254,2019,0.21,['Harry Styles'],0.448,208907,0.838,0,45S5WTQEGOB1VHr1Q4FuPl,0.000131,0.131,-5.2570000000000014,0,Golden,89,2019-12-13,0.0557,139.863
62053,62053,4,E,0.32299999999999995,2019,0.0967,['Lil Peep'],0.585,142000,0.471,1,30bqVoKjX479ab90a8Pafp,0.0184,0.115,-9.934,0,Star Shopping,86,2019-04-19,0.0616,93.099
62054,62054,4,E,0.0592,2019,0.8390000000000001,['Harry Styles'],0.5670000000000001,240133,0.267,0,1ZMiCix7XSAbfAJlEZWMCp,1.46e-06,0.08900000000000001,-6.502000000000002,1,Falling,88,2019-12-13,0.0299,110.011
62055,62055,4,E,0.198,2019,0.978,['Billie Eilish'],0.3670000000000001,196077,0.111,0,43zdsphuZLzwA9k4DJhU0I,3.97e-05,0.0897,-14.084,1,when the party's over,86,2019-03-29,0.0972,82.64200000000002
62057,62057,4,E,0.361,2019,0.946,['Lewis Capaldi'],0.736,220492,0.308,0,4Of7rzpRpV1mWRbhp5rAqG,0.0,0.18600000000000005,-7.83,1,Bruises,84,2019-05-17,0.0677,111.202
62058,62058,4,E,0.405,2019,0.24,"['Doja Cat', 'Gucci Mane']",0.879,163173,0.499,1,4EivmOT13NMpNSfTKn9p4s,0.0,0.0967,-6.027,0,Like That (feat. Gucci Mane),81,2019-11-07,0.18,106.043
62060,62060,4,E,0.522,2019,0.204,"['The Chainsmokers', 'Bebe Rexha']",0.585,217640,0.696,0,2oejEp50ZzPuQTQ6v54Evp,0.0,0.344,-5.6,0,Call You Mine,81,2019-12-06,0.0307,104.01
62061,62061,4,E,0.32299999999999995,2019,0.462,['Billie Eilish'],0.6779999999999999,180953,0.5329999999999999,0,3XF5xLJHOQQRbWya6hBp7d,0.219,0.139,-10.485,1,you should see me in a crown,81,2019-03-29,0.18600000000000005,150.455
62068,62068,4,E,0.145,2020,0.401,"['Bad Bunny', 'Jhay Cortez']",0.731,205090,0.573,1,47EiUVwUp4C9fGccaPuUCS,5.22e-05,0.113,-10.059,0,Dakiti,100,2020-10-30,0.0544,109.928
62069,62069,4,E,0.0799,2020,0.7859999999999999,['Tate McRae'],0.642,169266,0.374,0,45bE4HXI0AwGZXfZtMp8JR,0.0,0.0906,-9.386,1,you broke me first,95,2020-04-17,0.0545,124.099
62070,62070,4,E,0.259,2020,0.00115,['Miley Cyrus'],0.705,223279,0.8140000000000001,0,27ycaQnQAxaPiyeg3nr2aB,0.00312,0.203,-5.466,0,Midnight Sky,91,2020-08-14,0.0346,110.0
62071,62071,4,E,0.8,2020,0.294,['Lee Brice'],0.643,188893,0.79,0,14GwnOeC9qYEKEA6uOZepa,0.0,0.107,-6.079,1,One Of Them Girls,80,2020-04-10,0.0462,95.987
62072,62072,4,E,0.535,2020,0.758,['Fousheé'],0.711,141224,0.5920000000000001,1,6HlE9t71z9DjGi7KqSyEpA,0.0,0.156,-7.136,0,Deep End,88,2020-07-31,0.23,124.749
62073,62073,4,E,0.452,2020,0.007759999999999999,"['Marshmello', 'Halsey']",0.63,172762,0.633,0,3Z8FwOEN59mRMxDCtb8N0A,0.0,0.0541,-7.087999999999999,1,Be Kind (with Halsey),86,2020-05-01,0.0457,93.995
62074,62074,4,E,0.4270000000000001,2020,0.000335,['Miley Cyrus'],0.58,213672,0.908,0,5i7ThJfYLAzp2DyZuFpF6j,4.84e-05,0.087,-5.303,1,Heart Of Glass (Live from the iHeart Festival),84,2020-09-29,0.0341,115.016
63494,63494,4,E,0.0978,2020,0.556,['Selena Gomez'],0.488,206459,0.343,0,4l0Mvzj72xxOpRrp6h8nHi,0.0,0.21,-8.985,1,Lose You To Love Me,84,2020-01-10,0.0436,102.819
63497,63497,4,E,0.361,2020,0.0673,"['G-Eazy', 'blackbear']",0.569,214363,0.865,1,3QGppKBPd9gHOgHJzRbVIw,0.0,0.312,-3.844,0,Hate The Way (feat. blackbear),80,2020-10-16,0.266,82.01100000000002
63498,63498,4,E,0.887,2020,0.0374,"['BLACKPINK', 'Selena Gomez']",0.785,175813,0.7190000000000001,0,4JUPEh2DVSXFGExu4Uxevz,0.000108,0.0519,-3.886,1,Ice Cream (with Selena Gomez),82,2020-10-02,0.354,159.953
63503,63503,4,E,0.7859999999999999,2020,0.3,"['Nio Garcia', 'Anuel AA', 'Myke Towers', 'Brray', 'Juanka']",0.815,345241,0.715,1,1mohfLaTJtB2RplHLQVM70,4.83e-06,0.091,-4.65,0,La Jeepeta - Remix,87,2020-04-24,0.207,176.007
63505,63505,4,E,0.455,2020,0.139,"['Lauv', 'Conan Gray']",0.703,146375,0.657,1,4Gt2kh3QbAGU6yquOWn4aW,0.0,0.093,-5.363,1,Fake,82,2020-10-13,0.0783,82.96
63506,63506,4,E,0.467,2020,0.16699999999999998,['Dua Lipa'],0.73,221820,0.7290000000000001,0,017PF4Q3l4DBUiWoXk4OWT,1.39e-06,0.349,-3.434,0,Break My Heart,85,2020-03-27,0.0883,113.013
64910,64910,4,E,0.679,2020,0.0759,"['Calvin Harris', 'The Weeknd']",0.612,210795,0.884,1,58AGoOGbwsQMhBbH0eFLRR,0.00132,0.247,-4.113,0,Over Now (with The Weeknd),81,2020-08-28,0.0454,178.043
64911,64911,4,E,0.0517,2020,0.917,['Billie Eilish'],0.38,242265,0.219,0,73SpzrcaHk0RQPFP73vqVR,0.0104,0.0827,-13.273,0,No Time To Die,81,2020-02-13,0.0358,73.53699999999998
66263,66263,4,E,0.81,2020,0.447,['Manuel Turizo'],0.7929999999999999,191945,0.782,0,34LI7rwi9H8w2S5KTHnv1M,0.0,0.124,-3.945,1,Quiéreme Mientras Se Pueda,86,2020-05-01,0.0582,143.86
67575,67575,4,E,0.789,2020,0.297,"['Nio Garcia', 'Anuel AA', 'Myke Towers', 'Brray', 'Juanka']",0.8140000000000001,345241,0.7140000000000001,1,6bvfJf4KjonPMuPfGfy3S2,4.89e-06,0.091,-4.65,0,La Jeepeta - Remix,82,2020-07-24,0.207,176.013
68841,68841,4,E,0.0678,2020,0.643,['Zoe Wees'],0.599,230880,0.465,0,50Td3qilgs8BLtv8mHyT1t,1.57e-06,0.149,-4.95,1,Control,81,2020-03-13,0.0314,113.82
68845,68845,4,E,0.649,2020,0.297,['Christian Nodal'],0.639,144360,0.443,0,4FmVjrmM6DsBQMsGdc9PDa,0.0,0.0881,-3.855,1,Aquí Abajo,81,2020-07-10,0.0335,147.88
75176,75176,5,F,0.76,2000,0.0302,['Eminem'],0.949,284200,0.6609999999999999,1,3yfqSUWxFvZELEM4PmlwIR,0.0,0.0454,-4.244,0,The Real Slim Shady,80,2000-05-23,0.0572,104.504
75209,75209,5,F,0.213,2002,0.731,['Coldplay'],0.557,309600,0.442,0,75JFxkI2RXiU7L9VXzMkle,1.46e-05,0.11,-7.224,1,The Scientist,84,2002-08-08,0.0243,146.27700000000004
75235,75235,5,F,0.924,2003,0.0249,['Britney Spears'],0.774,198800,0.838,0,6I9VzXrHxO9rA9A5euc8Ak,0.025,0.242,-3.914,0,Toxic,80,2003-11-13,0.114,143.04
75258,75258,5,F,0.6759999999999999,2004,0.257,"['Usher', 'Alicia Keys']",0.662,223440,0.507,0,68vgtRHr7iZHpzGpon6Jlo,0.0,0.0465,-8.238,1,My Boo,80,2004-03-23,0.118,86.412
75328,75328,5,F,0.417,2008,0.0954,['Coldplay'],0.486,242373,0.617,0,1mea3bSkSGXuIRvnydlB5b,3.23e-06,0.109,-7.115,0,Viva La Vida,80,2008-05-26,0.0287,138.015
75376,75376,5,F,0.434,2010,0.0151,['Bruno Mars'],0.637,220733,0.843,0,7BqBn9nzAq8spo5e7cZ0dJ,0.0,0.0876,-5.4129999999999985,1,Just the Way You Are,81,2010-10-05,0.0432,109.012
75390,75390,5,F,0.965,2011,0.145,['Foster The People'],0.733,239600,0.71,0,7w87IxuO7BDcJ3YUqCyMTT,0.115,0.0956,-5.849,0,Pumped Up Kicks,84,2011-05-23,0.0292,127.975
75391,75391,5,F,0.212,2011,0.0509,['Coldplay'],0.449,278719,0.585,0,6nek1Nin9q48AVZcWs9e9D,8.75e-05,0.0833,-6.761,1,Paradise,80,2011-10-24,0.0268,139.631
75404,75404,5,F,0.867,2012,0.049,['Bruno Mars'],0.726,233478,0.698,0,3w3y8KPTfNeOKPiqUTakBh,0.0,0.309,-4.165,1,Locked out of Heaven,82,2012-12-07,0.0431,143.994
75419,75419,5,F,0.405,2013,0.18600000000000005,['Arctic Monkeys'],0.5479999999999999,272394,0.532,0,5FVd6KXrgO9B3JPmC8OPst,0.000263,0.217,-7.596,1,Do I Wanna Know?,84,2013-09-09,0.0323,85.03
75420,75420,5,F,0.512,2013,0.234,['Justin Timberlake'],0.574,484147,0.512,0,4rHZZAmHpZrA3iH5zx8frV,0.0,0.0946,-6.664,0,Mirrors,81,2013-03-15,0.0503,76.899
75432,75432,5,F,0.493,2014,0.529,['Sam Smith'],0.677,239317,0.485,0,7795WJLVKJoAyVoOtCWqXN,2.04e-05,0.0766,-5.795,1,I'm Not The Only One,82,2014-05-26,0.0361,82.001
75448,75448,5,F,0.446,2015,0.612,['Melanie Martinez'],0.68,179867,0.7290000000000001,1,4DpNNXFMMxQEKl7r0ykkWA,0.0,0.224,-5.077,1,Play Date,85,2015-08-14,0.0475,123.97
75481,75481,5,F,0.464,2017,0.312,['NF'],0.662,212120,0.7140000000000001,0,52okn5MNA47tk87PeZJLEL,0.0,0.179,-5.68,0,Let You Down,83,2017-10-06,0.121,147.997
75482,75482,5,F,0.222,2017,0.0275,['Harry Styles'],0.516,340707,0.595,0,5Ohxk2dO5COHF1krpoPigN,0.0,0.109,-4.63,1,Sign of the Times,83,2017-05-12,0.0313,119.972
75484,75484,5,F,0.35700000000000004,2017,0.569,"['Logic', 'Alessia Cara', 'Khalid']",0.62,250173,0.574,1,5tz69p7tJuGPeMGwNTxYuV,0.0,0.19,-7.7879999999999985,0,1-800-273-8255,80,2017-05-05,0.0479,100.023
75496,75496,5,F,0.129,2018,0.124,"['Post Malone', '21 Savage']",0.585,218147,0.52,1,0e7ipj03S05BNilyu5bRzt,7.01e-05,0.131,-6.136,0,rockstar (feat. 21 Savage),86,2018-04-27,0.0712,159.80100000000004
75497,75497,5,F,0.638,2018,0.368,"['Metro Boomin', 'Gunna']",0.901,203267,0.464,1,1fewSx2d5KIZ04wsooEBOz,1.7100000000000002e-05,0.238,-9.789,0,Space Cadet (feat. Gunna),83,2018-11-06,0.0645,109.004
75498,75498,5,F,0.6709999999999999,2018,0.191,"['Marshmello', 'Bastille']",0.687,214290,0.792,0,2dpaYNEQHiRxtZbfNsse99,0.0,0.16699999999999998,-2.749,1,Happier,85,2018-08-17,0.0452,100.015
75500,75500,5,F,0.6809999999999999,2018,0.193,['Panic! At The Disco'],0.579,190947,0.904,0,1rqqCSm0Qe4I9rUvWncaom,0.0,0.064,-2.729,1,High Hopes,84,2018-06-22,0.0618,82.014
75501,75501,5,F,0.65,2018,0.099,"['Cardi B', 'Bad Bunny', 'J Balvin']",0.816,253390,0.726,1,58q2HKrzhC3ozto2nDdN4z,0.0,0.3720000000000001,-3.998,0,I Like It,82,2018-04-06,0.129,136.048
75502,75502,5,F,0.0,2018,0.394,['High Altitude Samples'],0.0,160003,0.00148,0,129ldjjvnFfA7Ygc8ktYnh,1.0,0.111,-31.839,1,Soft Brown Noise,81,2018-11-15,0.0,0.0
75508,75508,5,F,0.294,2018,0.0609,"['A$AP Rocky', 'Skepta']",0.8540000000000001,205040,0.569,1,7ycWLEP1GsNjVvcjawXz3z,0.0816,0.1,-8.151,0,Praise The Lord (Da Shine) (feat. Skepta),80,2018-05-25,0.106,80.015
75514,75514,5,F,0.425,2019,0.0687,"['Juice WRLD', 'YoungBoy Never Broke Again']",0.474,189323,0.631,1,6Gg1gjgKi2AK4e0qzsR7sd,0.0,0.132,-5.884,0,Bandit (with YoungBoy Never Broke Again),84,2019-10-04,0.343,180.051
75515,75515,5,F,0.6940000000000001,2019,0.183,['Surfaces'],0.878,158571,0.525,0,1Cv1YLb4q0RzL6pybtaMLo,0.0,0.0714,-6.8320000000000025,1,Sunday Best,85,2019-01-06,0.0578,112.022
75516,75516,5,F,0.313,2019,0.471,['Labrinth'],0.316,153294,0.63,0,6N22FZs2ZhPBYi3b9XPajV,0.262,0.205,-5.962999999999999,1,Still Don't Know My Name,86,2019-10-04,0.117,89.64299999999999
75517,75517,5,F,0.866,2019,0.388,['MarMar Oso'],0.7240000000000001,233023,0.269,1,6HeCk6yewXH7WO4D93eub9,0.0,0.0808,-15.465,1,Ruthless (Nice Guys Always Finish Last),81,2019-08-14,0.0456,86.042
75518,75518,5,F,0.163,2019,0.456,"['Post Malone', 'Young Thug']",0.5479999999999999,174853,0.653,1,0t3ZvGKlmYmVsDzBJAXK8C,0.0,0.103,-3.875,1,Goodbyes (feat. Young Thug),82,2019-09-06,0.081,150.06799999999996
75520,75520,5,F,0.335,2019,0.0421,['Ariana Grande'],0.726,190440,0.5539999999999999,1,4kV4N9D1iKVxx1KLvtTpjS,0.0,0.106,-5.29,0,"break up with your girlfriend, i'm bored",80,2019-02-08,0.0917,169.99900000000005
75522,75522,5,F,0.5479999999999999,2019,0.124,"['Ed Sheeran', 'Khalid']",0.64,197867,0.648,0,4evmHXcjt3bTUHD1cvny97,0.0,0.0802,-8.113,0,Beautiful People (feat. Khalid),83,2019-06-28,0.187,92.977
75524,75524,5,F,0.27,2020,0.584,['Conan Gray'],0.35700000000000004,198040,0.425,0,4xqrdfXkTW4T0RauPLv3WA,0.0,0.322,-7.301,1,Heather,93,2020-03-20,0.0333,102.078
75525,75525,5,F,0.775,2020,0.11,['Jack Harlow'],0.794,156498,0.7559999999999999,1,4DuUwzP4ALMqpquHU0ltAB,0.0,0.247,-7.16,0,Tyler Herro,88,2020-10-22,0.136,123.066
75526,75526,5,F,0.45,2020,0.057,"['DJ Khaled', 'Drake']",0.8,200221,0.56,1,6EDO9iiTtwNv6waLwa1UUq,0.0,0.134,-4.8180000000000005,0,POPSTAR (feat. Drake),91,2020-07-17,0.261,163.071
75527,75527,5,F,0.7040000000000001,2020,0.231,"['21 Savage', 'Metro Boomin', 'Drake']",0.647,193839,0.667,1,4Q34FP1AT7GEl9oLgNtiWj,0.0,0.133,-5.563,1,Mr. Right Now (feat. Drake),86,2020-10-02,0.304,172.08
75528,75528,5,F,0.298,2020,0.00473,"['Machine Gun Kelly', 'blackbear']",0.731,139461,0.675,1,7kDUspsoYfLkWnZR7qwHZl,0.0,0.141,-5.134,0,my ex's best friend (with blackbear),88,2020-09-25,0.0434,124.939
75529,75529,5,F,0.453,2020,0.00981,['Don Toliver'],0.629,167916,0.6920000000000001,1,527k23H0A4Q0UJN3vGs0Da,0.331,0.603,-8.045,1,After Party,86,2020-03-13,0.0376,162.94799999999995
75530,75530,5,F,0.298,2020,0.147,"['Rod Wave', 'Lil Baby']",0.8740000000000001,235988,0.443,1,0qJeyYAgv6UpvewUxRXAhb,0.0,0.124,-9.628,0,Rags2Riches 2 (feat. Lil Baby),81,2020-08-07,0.241,118.004
75531,75531,5,F,0.229,2020,0.0743,"['DJ Khaled', 'Drake']",0.695,218902,0.343,1,35RJhm1pEovTBwnNR0zWad,1.04e-06,0.107,-10.798,1,GREECE (feat. Drake),87,2020-07-16,0.0432,85.84
75532,75532,5,F,0.8370000000000001,2020,0.12,['Lil Nas X'],0.81,154998,0.511,1,6zFMeegAMYQo0mt8rXtrli,0.0,0.0832,-6.924,0,HOLIDAY,85,2020-11-13,0.16399999999999998,151.947
75533,75533,5,F,0.46,2020,0.114,"['Internet Money', 'Juice WRLD', 'Trippie Redd']",0.7609999999999999,174730,0.517,1,2rFsFjq0D9JAmc0APpCO6P,0.0,0.157,-6.916,1,Blastoff (feat. Juice Wrld & Trippie Redd),81,2020-08-29,0.0927,147.912
75534,75534,5,F,0.391,2020,0.297,['Vedo'],0.774,201587,0.376,1,4lsHZ92XCFOQfzJFBTluk8,0.0,0.165,-9.372,1,You Got It,86,2020-03-27,0.208,122.089
75535,75535,5,F,0.835,2020,0.0337,"['Sech', 'Daddy Yankee', 'J Balvin', 'ROSALÍA', 'Farruko']",0.7929999999999999,247308,0.7709999999999999,0,35UUpTmrcFXNIVIN26ujXl,1.51e-06,0.284,-3.417,1,Relación - Remix,94,2020-09-04,0.0959,171.94299999999996
75546,75546,5,F,0.57,2020,0.00782,['BTS'],0.787,202313,0.669,0,2FVpOsjT1iquZ3SpCjZ9Ne,0.0,0.123,-4.333,0,Telepathy,84,2020-11-20,0.0428,104.994
77371,77371,5,F,0.077,2019,0.8,['Natalie Taylor'],0.39,183103,0.448,0,0ecC8p17cDNlxHXkuYqeR6,0.182,0.107,-8.57,0,Surrender,82,2019-10-29,0.0276,144.89
77390,77390,5,F,0.29600000000000004,2020,0.0693,"['The Kid LAROI', 'Machine Gun Kelly']",0.721,144860,0.632,1,0DYNL4xbYWgNzppUamtyR4,0.0,0.29100000000000004,-6.695,0,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",80,2020-11-06,0.0358,92.057
77391,77391,5,F,0.906,2020,0.139,"['Ozuna', 'J Balvin', 'Chencho Corleone']",0.7140000000000001,230693,0.7609999999999999,0,5y7DaS3jAc9eZzcSOoUIwU,0.00035,0.241,-4.596,0,Una Locura,91,2020-09-04,0.0427,168.02200000000005
77392,77392,5,F,0.873,2020,0.0406,['Tame Impala'],0.621,237800,0.873,0,5hM5arv9KDbCHS0k9uqwjr,9.1e-06,0.0824,-3.067,0,Borderline,80,2020-02-14,0.0369,97.96
79215,79215,5,F,0.14300000000000002,2020,0.0811,['The Weeknd'],0.664,361027,0.5720000000000001,0,2p8IUWQDrpjuFltbdgLOag,0.00604,0.121,-6.099,0,After Hours,80,2020-03-20,0.0305,108.959
79217,79217,5,F,0.884,2020,0.422,"['Maluma', 'Lenny Tavárez', 'Justin Quiles']",0.691,248345,0.7390000000000001,0,4RJz8NfIe09gpKMiRUWKhJ,3.95e-06,0.11,-3.09,0,Parce (feat. Justin Quiles),91,2020-08-21,0.229,83.897
79228,79228,5,F,0.6559999999999999,2020,0.285,"['Daddy Yankee', 'Anuel AA', 'Kendo Kaponi']",0.838,275893,0.8190000000000001,1,3kml9ZdpT7UYk1ugkjqOzt,6.3e-05,0.224,-4.681,0,Don Don,86,2020-09-11,0.211,105.027
79231,79231,5,F,0.306,2020,0.0232,"['K/DA', 'Madison Beer', 'Kim Petras', 'League of Legends']",0.653,199125,0.634,0,3QSjVPObHxuAJc3E5nrjRn,0.0,0.0908,-5.875,0,VILLAIN,80,2020-11-06,0.0391,160.013
82518,82518,5,F,0.536,2019,0.21600000000000005,"['Ir Sais', 'Rauw Alejandro']",0.767,192452,0.643,1,099tjv6oy2opbpCOA3nBwX,0.000104,0.0806,-5.225,1,Dream Girl - Remix,81,2019-12-06,0.101,169.99
82544,82544,5,F,0.468,2020,0.369,"['Arcangel', 'Sech']",0.695,182627,0.7120000000000001,1,1UHcnP31sAKOJFrEnyRNUz,0.0,0.101,-4.09,1,Amantes y Amigos,80,2020-10-02,0.153,171.861
84114,84114,5,F,0.419,2020,0.0739,['Little Mix'],0.448,213693,0.8240000000000001,0,28xX6K8LnkZve4RiuEB3iK,0.0,0.113,-4.249,0,Sweet Melody,82,2020-10-23,0.057,119.965
84124,84124,5,F,0.672,2020,0.175,"['Aya Nakamura', 'Maluma']",0.7909999999999999,166851,0.682,0,6AzKhCHOms83jvNVLsz0Bt,0.0,0.0926,-7.3279999999999985,1,Djadja (feat. Maluma) - Remix,85,2020-06-12,0.158,98.031
88527,88527,5,F,0.353,2020,0.00882,"['David Guetta', 'Sia']",0.662,200645,0.868,0,6lhZLbb0czULpjb2kFryPS,0.00244,0.584,-4.025,1,Let's Love,83,2020-09-11,0.0341,92.998
90413,90413,6,F#/Gb,0.423,1979,0.061,['AC/DC'],0.574,208400,0.913,0,2zYzyRzz6pRmhPzyfMEC8s,0.00158,0.156,-4.793,0,Highway to Hell,84,1979-07-27,0.133,115.728
90470,90470,6,F#/Gb,0.8759999999999999,1985,0.018000000000000002,['a-ha'],0.573,225280,0.902,0,2WfaOiMkCvy7F5fcp2zZ8L,0.00125,0.0928,-7.638,0,Take on Me,84,1985-06-01,0.054000000000000006,84.412
90742,90742,6,F#/Gb,0.772,2005,0.00836,['Gorillaz'],0.818,222640,0.705,0,0d28khcov6AiegSCpG5TuT,0.00233,0.613,-6.6789999999999985,1,Feel Good Inc.,81,2005-05-23,0.177,138.559
