,Unnamed: 0,Key,MusicalKey,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
23090,23090,1,Db,0.0895,2018,0.72,"['Kina', 'Snøw']",0.498,179080,0.235,0,4ZLzoOkj0MPWrTLvooIuaa,0.0,0.14400000000000002,-16.541,0,Get You The Moon (feat. Snøw),85,2018-10-08,0.188,118.917
23091,23091,1,Db,0.271,2018,0.779,['XXXTENTACION'],0.6990000000000001,160184,0.304,1,4UKCKdYiLN6IMA5ZESUTL7,0.000993,0.13699999999999998,-11.192,1,the remedy for a broken heart (why am I so in love),83,2018-03-16,0.0993,119.705
23092,23092,1,Db,0.204,2018,0.619,['Joji'],0.672,174358,0.588,1,1VGzxJnVQND7Cg5H5wGj14,0.241,0.0992,-9.573,1,YEAH RIGHT,81,2018-10-26,0.133,169.033
23097,23097,1,Db,0.175,2018,0.17,['The Weeknd'],0.461,228373,0.593,0,09mEdoA6zrmBPgTEN5qXmN,0.0,0.307,-4.954,1,Call Out My Name,82,2018-03-30,0.0356,134.17
23098,23098,1,Db,0.483,2018,0.74,['Alec Benjamin'],0.652,169354,0.557,0,2qxmye6gAegTMjLKEBoR3d,0.0,0.124,-5.714,0,Let Me Down Slowly,84,2018-11-16,0.0318,150.07299999999995
23099,23099,1,Db,0.236,2018,0.8390000000000001,['Calum Scott'],0.682,260285,0.173,0,2BOqDYLOJBiMOXShCV1neZ,3.26e-05,0.0983,-8.749,1,Dancing On My Own,82,2018-03-09,0.0314,112.663
23101,23101,1,Db,0.158,2018,0.0626,['Bad Bunny'],0.672,169248,0.594,1,35wvL50xvKpCHEJPxLOLPI,5.14e-05,0.152,-6.813,0,Si Estuviésemos Juntos,83,2018-12-23,0.0789,171.854
23102,23102,1,Db,0.268,2018,0.0233,['Ariana Grande'],0.602,197547,0.6579999999999999,1,5OCJzvD7sykQEKHH7qAC3C,6e-05,0.237,-5.934,1,God is a woman,81,2018-08-17,0.0558,145.031
23109,23109,1,Db,0.603,2018,0.0372,['Anne-Marie'],0.6970000000000001,186987,0.6829999999999999,0,2BgEsaKNfHUdlh97KmvFyo,0.0,0.13699999999999998,-2.881,0,2002,82,2018-04-27,0.117,96.133
23120,23120,1,Db,0.446,2019,0.7509999999999999,['Lewis Capaldi'],0.501,182161,0.405,0,7qEHsqek33rTcFNT9PFqLf,0.0,0.105,-5.6789999999999985,1,Someone You Loved,91,2019-05-17,0.0319,109.891
23121,23121,1,Db,0.604,2019,0.866,"['JP Saxe', 'Julia Michaels']",0.464,208687,0.473,0,2kJwzbxV2ppxnQoYw4GLBZ,0.0,0.109,-10.086,1,If the World Was Ending - feat. Julia Michaels,87,2019-10-17,0.129,75.801
23122,23122,1,Db,0.13699999999999998,2019,0.123,"['Chris Brown', 'Drake']",0.698,260640,0.454,1,6XHVuErjQ4XNm6nDPVCxVX,0.0,0.155,-6.756,0,No Guidance (feat. Drake),84,2019-06-28,0.151,92.932
23123,23123,1,Db,0.261,2019,0.15,"['Polo G', 'Lil Tjay']",0.772,166560,0.639,1,6uFn47ACjqYkc0jADwEdj1,0.0,0.0698,-7.119,1,Pop Out (feat. Lil Tjay),82,2019-06-07,0.467,168.112
23124,23124,1,Db,0.327,2019,0.5920000000000001,['Ariana Grande'],0.778,178627,0.317,1,6ocbgoVGwYJhOv1GgI9NsF,0.0,0.0881,-10.732,0,7 rings,87,2019-02-08,0.334,140.048
23126,23126,1,Db,0.412,2019,0.229,['Ariana Grande'],0.7170000000000001,207320,0.653,1,3e9HZxeyfWwjeyPAMmWSSQ,0.0,0.101,-5.634,1,"thank u, next",85,2019-02-08,0.0658,106.966
23127,23127,1,Db,0.516,2019,0.449,['BROCKHAMPTON'],0.453,204533,0.5379999999999999,1,6U0FIYXCQ3TGrk4tFpLrEA,0.0,0.19,-8.212,1,SUGAR,81,2019-08-23,0.0638,122.973
23129,23129,1,Db,0.952,2019,0.0427,['Jonas Brothers'],0.8420000000000001,181027,0.7340000000000001,0,22vgEDb5hykfaTwLuskFGD,0.0,0.106,-5.065,0,Sucker,83,2019-06-07,0.0588,137.958
23132,23132,1,Db,0.35600000000000004,2019,0.885,['Jaymes Young'],0.501,228443,0.16699999999999998,0,5kcvBnt6DPX3AMEsCx1qDh,0.0,0.111,-14.061,1,Happiest Year,82,2019-07-12,0.0484,112.275
23139,23139,1,Db,0.526,2019,0.0363,['Bad Bunny'],0.8859999999999999,192024,0.672,1,5DxXgozhkPLgrbKFY91w0c,8.78e-06,0.101,-4.394,1,Vete,80,2019-11-21,0.188,91.976
23140,23140,1,Db,0.345,2019,0.153,['Sam Smith'],0.477,202205,0.682,0,6b2RcmUt1g9N9mQ3CbjX2Y,0.0,0.0763,-4.931,0,How Do You Sleep?,82,2019-07-19,0.0925,110.567
23141,23141,1,Db,0.35700000000000004,2020,0.0194,"['Cardi B', 'Megan Thee Stallion']",0.935,187541,0.454,1,4Oun2ylbjFKMPTiaSbbCih,0.0,0.0824,-7.508999999999999,1,WAP (feat. Megan Thee Stallion),96,2020-08-07,0.375,133.07299999999998
23142,23142,1,Db,0.471,2020,0.256,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",0.799,195429,0.66,1,02kDW379Yfd5PzW5A6vuGt,0.0,0.111,-6.153,0,Lemonade,94,2020-08-14,0.079,140.04
23143,23143,1,Db,0.334,2020,0.00146,['The Weeknd'],0.514,200040,0.73,0,0VjIjW4GlUZAMYd2vXMi3b,9.54e-05,0.0897,-5.934,1,Blinding Lights,96,2020-03-20,0.0598,171.005
23144,23144,1,Db,0.116,2020,0.345,['Polo G'],0.8320000000000001,132833,0.534,1,1VLtjHwRWOVJiE5Py7JxoQ,0.0,0.165,-7.813,0,Martin & Gina,87,2020-05-15,0.253,93.924
23145,23145,1,Db,0.132,2020,0.131,['Shawn Mendes'],0.333,172693,0.637,0,5KCbr5ndeby4y4ggthdiAb,1.8e-05,0.149,-4.904,0,Wonder,92,2020-10-02,0.0581,139.898
23146,23146,1,Db,0.462,2020,0.25,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",0.8,195429,0.6579999999999999,1,7hxHWCCAIIxFLCzvDgnQHX,0.0,0.111,-6.142,0,"Lemonade (feat. Gunna, Don Toliver & NAV)",90,2020-08-28,0.079,140.042
23147,23147,1,Db,0.386,2020,0.00161,"['CORPSE', 'Savage Ga$p']",0.614,105176,0.937,1,7bCfHiRcfUjG0YVVNUL7Ve,0.00136,0.103,-7.443,1,E-GIRLS ARE RUINING MY LIFE!,86,2020-09-25,0.115,84.98
23148,23148,1,Db,0.28600000000000003,2020,0.0221,"['Pop Smoke', '50 Cent', 'Roddy Ricch']",0.49,201600,0.618,1,1H7KnK26kc1YyellpbINEn,3.77e-06,0.259,-5.655,1,The Woo (feat. 50 Cent & Roddy Ricch),87,2020-07-03,0.104,99.7
23149,23149,1,Db,0.564,2020,0.135,"['Lil Baby', '42 Dugg']",0.926,181929,0.542,1,6gxKUmycQX7uyMwJcweFjp,0.0,0.0877,-5.064,1,We Paid (feat. 42 Dugg),82,2020-05-01,0.293,135.14
23150,23150,1,Db,0.45,2020,0.00691,['BTS'],0.5660000000000001,207481,0.716,0,249gnXrbfmV8NG6jTEMSwD,0.0,0.37,-5.733,1,Life Goes On,90,2020-11-20,0.0424,81.068
23151,23151,1,Db,0.0916,2020,0.0703,"['Ariana Grande', 'Ty Dolla $ign']",0.552,208457,0.599,0,14gkWVFMwdxBMyqBw1wmIg,0.0,0.0986,-5.75,0,safety net (feat. Ty Dolla $ign),84,2020-10-30,0.0404,161.884
23152,23152,1,Db,0.4,2020,0.0149,['King Von'],0.82,196180,0.5920000000000001,1,7fEoXCZTZFosUFvFQg1BmW,4.71e-06,0.121,-7.002000000000002,1,Took Her To The O,81,2020-03-06,0.29,159.98
23154,23154,1,Db,0.805,2020,0.0317,"['G Herbo', 'Juice WRLD', 'Lil Uzi Vert', 'Chance the Rapper']",0.883,232065,0.8079999999999999,1,3jT2LKH0RSbQ8jIUNFzXm5,0.0,0.207,-3.158,0,PTSD,80,2020-02-28,0.183,119.012
23155,23155,1,Db,0.649,2020,0.35600000000000004,['Lil Eazzyy'],0.7959999999999999,128014,0.426,1,3NxFTRr0692mbC5hD0nEZD,2.730000000000001e-05,0.0941,-13.207,1,Onna Come Up,80,2020-10-02,0.285,150.043
23156,23156,1,Db,0.522,2020,0.000417,"['Machine Gun Kelly', 'Halsey']",0.654,171621,0.875,1,1VSuFS7PahCN3SWbOcQ98m,0.0086,0.194,-4.845,1,forget me too (feat. Halsey),82,2020-09-25,0.0744,99.975
23158,23158,1,Db,0.476,2020,0.128,['Polo G'],0.616,177273,0.617,1,170DNUSnQRp1tGpppF26pA,0.0,0.177,-8.431000000000001,1,Epidemic,81,2020-09-25,0.52,175.929
23160,23160,1,Db,0.177,2020,0.337,"['Juice WRLD', 'Halsey']",0.63,202193,0.446,1,5wWAwzGp2OaaoIkwcz6wZs,0.0,0.166,-8.9,1,Life's A Mess (feat. Halsey),81,2020-07-10,0.0351,143.078
23161,23161,1,Db,0.457,2020,0.007859999999999999,['Ava Max'],0.637,162399,0.69,0,1InCpEliLCkWHOBdXW7XSx,0.0,0.124,-4.057,0,Kings & Queens,87,2020-09-18,0.0405,129.857
23165,23165,1,Db,0.191,2020,0.884,['Alexander 23'],0.629,184638,0.306,0,47EWMOElkkbMp5m9SBkx7d,0.0776,0.124,-11.735,1,IDK You Yet,83,2020-04-09,0.0424,76.994
24528,24528,1,Db,0.446,2018,0.7509999999999999,['Lewis Capaldi'],0.501,182161,0.405,0,2TIlqbIneP0ZY1O0EzYLlc,0.0,0.105,-5.6789999999999985,1,Someone You Loved,81,2018-11-08,0.0319,109.891
24585,24585,1,Db,0.8370000000000001,2020,0.321,['Drake'],0.8340000000000001,247059,0.454,1,127QTOFJsJQp5LbJbu3A1y,6.15e-06,0.114,-9.75,0,Toosie Slide,84,2020-04-03,0.201,81.618
24586,24586,1,Db,0.263,2020,0.0172,"['Marshmello', 'Demi Lovato']",0.743,159863,0.8370000000000001,0,0zzVTGyRrWpQu8Fr28NRAv,0.0,0.0743,-5.025,0,OK Not To Be OK,84,2020-09-10,0.0649,103.072
24588,24588,1,Db,0.838,2020,0.212,['KAROL G'],0.863,178947,0.6659999999999999,1,7vrJn5hDSXRmdXoR30KgF1,0.000493,0.103,-4.158,0,BICHOTA,91,2020-10-23,0.152,163.908
24590,24590,1,Db,0.334,2020,0.038,"['The Kid LAROI', 'Lil Mosey']",0.389,183567,0.768,1,1EWkw4Fa6IlnsAihLUlFFM,0.0,0.119,-4.765,1,WRONG (feat. Lil Mosey),80,2020-07-24,0.256,90.146
24594,24594,1,Db,0.199,2020,0.00257,"['K/DA', 'Madison Beer', '(G)I-DLE', 'Lexie Liu', 'Jaira Burns', 'Seraphine', 'League of Legends']",0.66,217088,0.787,0,6juLaduD4STCUDWT0AYun4,0.0,0.32299999999999995,-4.592,0,MORE,85,2020-10-28,0.032,142.018
24596,24596,1,Db,0.586,2020,0.0326,"['Bad Bunny', 'Daddy Yankee']",0.7440000000000001,206420,0.868,1,69vlMrzHwATKzupwNcUPyK,0.0,0.0822,-4.524,1,La Santa,84,2020-02-28,0.047,93.037
24601,24601,1,Db,0.63,2020,0.8190000000000001,['Jerry Di'],0.8540000000000001,197587,0.525,0,6fmQjRuo7XvRFCK2qex5hQ,0.0,0.146,-4.426,1,Mi Cuarto,89,2020-04-03,0.214,97.054
24607,24607,1,Db,0.62,2020,0.0684,['Ava Max'],0.72,187436,0.706,0,3tNE4i6TBqMdyTZxHDAn9B,0.0,0.166,-4.7189999999999985,1,Sweet but Psycho,84,2020-09-18,0.0473,133.002
25955,25955,1,Db,0.7879999999999999,2019,0.14300000000000002,"['Rauw Alejandro', 'Farruko']",0.879,199711,0.703,0,6mAN61JH0dzyZpWslS11jy,0.0,0.0569,-4.2189999999999985,1,Fantasias,81,2019-08-29,0.0701,94.004
25969,25969,1,Db,0.507,2020,0.344,"['Kygo', 'OneRepublic']",0.58,199549,0.586,0,7xbWAw3LMgRMn4omR5yVn3,0.0,0.0755,-6.882999999999999,1,Lose Somebody,82,2020-05-15,0.0357,147.988
25983,25983,1,Db,0.845,2020,0.289,['Drake'],0.83,247059,0.49,1,466cKvZn1j45IpxDdYZqdA,3.04e-06,0.113,-8.82,0,Toosie Slide,80,2020-05-01,0.209,81.604
25986,25986,1,Db,0.154,2020,0.31,['Maroon 5'],0.486,211254,0.5670000000000001,0,3kwgqoBqTwoAH4nT29TYrq,0.0,0.0949,-6.456,1,Nobody's Love,80,2020-07-24,0.0379,93.68
25988,25988,1,Db,0.393,2020,0.0264,['6ix9ine'],0.611,132303,0.688,1,4NhDYoQTYCdWHTvlbGVgwo,0.0,0.251,-5.688,1,GOOBA,80,2020-05-08,0.341,178.46200000000005
27324,27324,1,Db,0.483,2020,0.197,"['Sigala', 'James Arthur']",0.6759999999999999,218359,0.7859999999999999,0,0DmAvNCAK08oCi7miSZUIY,0.0,0.0943,-4.529,1,Lasting Lover,83,2020-09-04,0.0478,125.983
28564,28564,1,Db,0.706,2018,0.0446,"['Piso 21', 'Micro TDH']",0.877,231848,0.777,0,059bcIhyc2SBwm6sw2AZzd,3.46e-05,0.0863,-4.246,1,Te Vi,80,2018-12-14,0.117,102.02
28640,28640,1,Db,0.439,2020,0.325,['HVME'],0.767,163208,0.659,1,20McUFi8KCIVdNDLrkTDuZ,0.0,0.13,-7.4289999999999985,1,Goosebumps,85,2020-06-12,0.0444,124.946
29898,29898,1,Db,0.961,2020,0.013,['J Balvin'],0.6409999999999999,157733,0.857,0,6zEgnpM0qYmHLDnh8WPejL,0.00534,0.0695,-5.725,0,Amarillo,80,2020-03-19,0.301,122.728
29907,29907,1,Db,0.5820000000000001,2020,0.0892,['BTS'],0.723,243267,0.634,0,3Ys2PYl1wyPKQIwyqhP9cQ,0.0,0.0787,-5.415,1,Stay Gold,80,2020-07-14,0.0542,129.017
32278,32278,1,Db,0.8270000000000001,2020,0.0185,"['Master KG', 'Nomcebo Zikode']",0.88,342613,0.483,0,2MlOUXmcofMackX3bxfSwi,8.75e-06,0.0607,-7.0120000000000005,1,Jerusalema (feat. Nomcebo Zikode),86,2020-01-24,0.0504,124.009
35185,35185,2,D,0.853,1963,0.403,['The Ronettes'],0.529,181267,0.772,0,5ASM6Qjiav2xPe7gRkQMsQ,2.21e-06,0.316,-7.013,1,Sleigh Ride,80,1963,0.0287,91.751
35494,35494,2,D,0.609,1976,0.00574,['Eagles'],0.579,391376,0.508,0,40riOy7x9W7GXjyGp4pjAv,0.0004940000000000001,0.0575,-9.484,1,Hotel California - 2013 Remaster,83,1976-12-08,0.027000000000000003,147.125
35712,35712,2,D,0.774,1984,0.0183,['Bryan Adams'],0.508,216053,0.8340000000000001,0,0GONea6G2XdnHWjNZd6zt3,0.0,0.0732,-6.205,1,Summer Of '69,82,1984-11-05,0.0386,139.131
35894,35894,2,D,0.8059999999999999,1992,0.643,['Bobby Helms'],0.754,130973,0.424,0,3hBXvHLlTHvnbwrPbeoyAj,0.0,0.0652,-8.463,1,Jingle Bell Rock,83,1992-01-01,0.0363,119.705
35938,35938,2,D,0.836,1994,0.903,"['Frank Sinatra', 'B. Swanson Quartet']",0.652,155453,0.259,0,4kKdvXD0ez7jp1296JmAts,0.0,0.362,-13.336,1,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),80,1994-11-08,0.0595,142.16899999999995
36132,36132,2,D,0.583,2004,0.0183,"['Usher', 'Lil Jon', 'Ludacris']",0.894,250373,0.7909999999999999,0,5rb9QrpfcKFHM1EUbSIurX,0.0,0.0388,-4.699,1,Yeah! (feat. Lil Jon & Ludacris),82,2004-03-23,0.112,105.018
36150,36150,2,D,0.298,2005,0.872,"[""Plain White T's""]",0.6559999999999999,232533,0.29100000000000004,0,4RCWB3V8V0dignt99LZ8vH,0.0,0.114,-10.572,1,Hey There Delilah,81,2005-01-01,0.0293,103.971
36248,36248,2,D,0.7140000000000001,2010,0.0991,['Kesha'],0.755,199693,0.8370000000000001,0,0HPD5WQqrq7wPWR7P7Dw1i,0.0,0.289,-2.718,0,TiK ToK,80,2010-01-01,0.142,120.028
36289,36289,2,D,0.847,2012,0.0291,['Macklemore & Ryan Lewis'],0.6409999999999999,258343,0.922,0,3bidbhpOYeV4knp8AIu8Xn,0.0,0.0862,-4.457,1,Can't Hold Us - feat. Ray Dalton,83,2012-10-09,0.0786,146.078
36290,36290,2,D,0.441,2012,0.34600000000000003,"['P!nk', 'Nate Ruess']",0.778,242733,0.547,0,1mKXFLRA179hdOWQBwUk9e,0.000302,0.132,-7.273,1,Just Give Me a Reason (feat. Nate Ruess),81,2012-09-18,0.0489,95.002
36308,36308,2,D,0.8,2013,0.0483,['Arctic Monkeys'],0.691,161124,0.631,0,086myS9r57YsLbJpU0TgK9,1.13e-05,0.104,-6.478,1,Why'd You Only Call Me When You're High?,82,2013-09-09,0.0368,92.004
36309,36309,2,D,0.643,2013,0.0038,['Avicii'],0.532,247427,0.7829999999999999,0,0nrRP2bk19rLc0orkWPQk2,0.0012,0.161,-5.697,1,Wake Me Up,84,2013-01-01,0.0523,124.08
36330,36330,2,D,0.121,2014,0.0317,['Becky G'],0.6990000000000001,206167,0.529,0,3DmW6y7wTEYHJZlLo1r6XJ,3.59e-05,0.285,-7.547999999999999,1,Shower,81,2014-04-23,0.0487,119.987
36331,36331,2,D,0.591,2014,0.474,['Ed Sheeran'],0.7809999999999999,281560,0.445,0,34gCuhDGsG4bRPIf9bb02f,0.0,0.184,-6.061,1,Thinking out Loud,84,2014-06-21,0.0295,78.998
36334,36334,2,D,0.418,2014,0.213,"['Calvin Harris', 'Ellie Goulding']",0.6459999999999999,227267,0.823,0,7MmG8p0F9N3C4AXdK6o6Eb,0.0,0.322,-4.123,0,Outside (feat. Ellie Goulding),80,2014-10-31,0.0394,128.035
36384,36384,2,D,0.16699999999999998,2017,0.469,['Chord Overstreet'],0.618,198853,0.443,0,5vjLSffimiIP26QG5WcN2K,0.0,0.0829,-9.681,1,Hold On,83,2017-02-03,0.0526,119.949
36386,36386,2,D,0.145,2017,0.0262,['Lil Peep'],0.534,231547,0.583,1,0S0vWvyZ6Rc79TXkWxT9QA,0.0,0.421,-8.672,1,Save That Shit,82,2017-08-15,0.0288,105.997
36387,36387,2,D,0.281,2017,0.0102,['Future'],0.833,204600,0.434,1,0VgkVdmE4gld66l8iyGjgx,0.0219,0.165,-8.795,1,Mask Off,80,2017-06-30,0.431,150.062
36388,36388,2,D,0.6629999999999999,2017,0.005679999999999999,['BANNERS'],0.468,219800,0.936,0,14BH4qO7pgCmIe6mgLKOK3,0.0,0.24,-3.683,1,Someone To You,80,2017-11-03,0.0455,75.05
36396,36396,2,D,0.913,2018,0.556,"['Post Malone', 'Swae Lee']",0.76,158040,0.479,0,3KkXRkHbMCARz0aVfEt68P,0.0,0.0703,-5.574,1,Sunflower - Spider-Man: Into the Spider-Verse,85,2018-12-14,0.0466,89.911
36398,36398,2,D,0.394,2018,0.184,"['Camila Cabello', 'Young Thug']",0.765,217307,0.523,0,1rfofaqEpACxVEHIZBJe6W,3.5600000000000005e-05,0.132,-4.333,1,Havana (feat. Young Thug),82,2018-01-12,0.03,104.988
36399,36399,2,D,0.22,2018,0.217,['Imagine Dragons'],0.7040000000000001,189467,0.611,0,2FY7b99s15jUprqC0M5NCT,0.0,0.0812,-6.112,1,Natural,81,2018-11-09,0.0409,100.0
36408,36408,2,D,0.578,2019,0.328,['Juice WRLD'],0.685,240051,0.6920000000000001,1,6Hj9jySrnFppAI0sEMCZpJ,0.0,0.153,-5.122000000000001,1,Robbery,88,2019-03-08,0.0457,159.966
36410,36410,2,D,0.206,2019,0.913,"['Jeremy Zucker', 'Chelsea Cutler']",0.561,219147,0.0848,0,4CxFN5zON70B3VOPBYbd6P,2.62e-05,0.112,-15.099,1,you were good to me,82,2019-05-03,0.0404,102.128
36413,36413,2,D,0.925,2019,0.5329999999999999,"['Post Malone', 'Swae Lee']",0.755,157560,0.522,0,0RiRZpuVRbi7oqRdSMwhQY,0.0,0.0685,-4.368,1,Sunflower - Spider-Man: Into the Spider-Verse,83,2019-09-06,0.0575,89.96
36414,36414,2,D,0.244,2019,0.6,"['Bad Bunny', 'Tainy']",0.61,250534,0.624,1,2TH65lNHgvLxCKXM3apjxI,2.12e-06,0.243,-4.773,1,Callaita,83,2019-05-31,0.309,176.169
36416,36416,2,D,0.5539999999999999,2019,0.379,['Bazzi'],0.812,165714,0.519,1,4a6q8CR2hzLk2plDkSxkfD,0.0,0.13,-4.823,1,I.F.L.Y.,81,2019-08-09,0.0385,104.954
36417,36417,2,D,0.574,2019,0.295,"['KAROL G', 'Nicki Minaj']",0.8029999999999999,200960,0.715,0,7k4t7uLgtOxPwTpFmtJNTY,0.000134,0.0574,-3.28,1,Tusa,88,2019-11-07,0.298,101.085
36418,36418,2,D,0.7140000000000001,2019,0.00929,['Taylor Swift'],0.7709999999999999,171360,0.6709999999999999,0,6RRNNciQGZEXnqk8SQ9yv5,0.0,0.0637,-5.617000000000001,1,You Need To Calm Down,80,2019-08-23,0.0553,85.02600000000002
36421,36421,2,D,0.496,2019,0.181,"['Y2K', 'bbno$']",0.843,160627,0.391,1,51Fjme0JiitpyXKuyQiCDo,0.0,0.13699999999999998,-7.899,1,Lalala,81,2019-06-28,0.0845,129.972
36426,36426,2,D,0.8640000000000001,2019,0.524,['Shawn Mendes'],0.6920000000000001,190800,0.809,0,6LsAAHotRLMOHfCsSfYCsz,0.0,0.147,-4.198,1,If I Can't Have You,80,2019-05-03,0.0602,123.911
36428,36428,2,D,0.325,2020,0.0978,"['Big Sean', 'Post Malone']",0.7240000000000001,199758,0.675,1,33gwZOGJWEZ7dRWPqPxBEZ,9.41e-06,0.35100000000000003,-5.267,1,Wolves (feat. Post Malone),85,2020-09-04,0.0867,160.048
36429,36429,2,D,0.195,2020,0.00815,['Pop Smoke'],0.688,164580,0.647,1,25zlnOAzbVoOzIeXSvQFf1,1.65e-05,0.095,-7.257999999999999,1,Got It On Me,85,2020-07-03,0.19,88.834
36430,36430,2,D,0.459,2020,0.146,"['Money Man', 'Lil Baby']",0.868,182857,0.638,1,7v96VvFLS0wSYT8kewNLRy,0.0565,0.0931,-7.746,1,24 (feat. Lil Baby),82,2020-08-14,0.0736,126.03
36431,36431,2,D,0.753,2020,0.0332,['Jason Derulo'],0.789,190306,0.711,0,59qrUpoplZxbIZxk6X0Bm3,0.0,0.0876,-4.248,1,Take You Dancing,92,2020-07-22,0.041,112.985
36432,36432,2,D,0.508,2020,0.0706,"['Future', 'Drake']",0.6759999999999999,237735,0.609,1,5yY9lUy8nbvjM1Uyo1Uqoc,0.0,0.152,-5.831,0,Life Is Good (feat. Drake),85,2020-01-10,0.481,142.037
36433,36433,2,D,0.11,2020,0.13,['$uicideBoy$'],0.792,168490,0.512,1,41LhQUkElADQ5YUbpYv2D0,8.82e-05,0.14,-6.875,1,"...And To Those I Love, Thanks For Sticking Around",82,2020-02-14,0.0408,113.978
36435,36435,2,D,0.5489999999999999,2020,0.0676,"['Shawn Mendes', 'Justin Bieber']",0.652,178994,0.383,0,2Z8yfpFX0ZMavHkcIeHiO1,0.0,0.0828,-7.0760000000000005,0,Monster (Shawn Mendes & Justin Bieber),87,2020-11-20,0.0516,145.765
36436,36436,2,D,0.685,2020,0.0103,"['Bad Bunny', 'Jowell & Randy', 'Ñengo Flow']",0.607,295177,0.8290000000000001,1,2DEZmgHKAvm41k4J3R2E9Y,0.0,0.107,-4.074,1,Safaera,85,2020-02-28,0.379,96.172
36438,36438,2,D,0.506,2020,0.00021,['Machine Gun Kelly'],0.5329999999999999,205159,0.858,1,6mADjHs6FXdroPzEGW6KVJ,0.0,0.14800000000000002,-4.212,1,bloody valentine,80,2020-09-25,0.0766,160.05700000000004
38408,38408,2,D,0.8240000000000001,2020,0.402,['Bad Bunny'],0.9,170972,0.603,0,41wtwzCZkXwpnakmwJ239F,4.81e-06,0.134,-5.313,1,Si Veo a Tu Mamá,84,2020-02-28,0.0646,129.928
38411,38411,2,D,0.305,2020,0.0301,['Pop Smoke'],0.772,135747,0.878,1,57BGVV6wcyhbn3hsjlqEZB,2.18e-06,0.251,-4.22,1,Element,80,2020-02-07,0.324,61.31100000000001
38413,38413,2,D,0.324,2020,0.14300000000000002,['Halsey'],0.591,205473,0.585,1,7lidXGPXPYLNThITAOTlkK,0.0,0.109,-6.35,1,You should be sad,80,2020-01-17,0.0277,110.94
40477,40477,2,D,0.0807,2020,0.353,['ZAYN'],0.637,174517,0.418,0,1dLXLETYiZohIZWnse4ypG,0.0,0.131,-7.1370000000000005,1,Better,82,2020-09-25,0.301,84.295
40482,40482,2,D,0.239,2020,0.0301,['Niall Horan'],0.443,193090,0.5820000000000001,0,7rpNuuoMbid56XkDsx2FjE,0.0,0.127,-6.02,1,Black And White,80,2020-03-13,0.0482,147.589
46145,46145,2,D,0.428,2020,0.193,"['Black Eyed Peas', 'Ozuna', 'J. Rey Soul']",0.894,249143,0.635,1,14wf185UxfNbSy8dwt4r4q,0.00105,0.0823,-6.9289999999999985,1,MAMACITA,82,2020-04-10,0.0473,105.013
54151,54151,3,Eb,0.4,2000,0.00958,['Linkin Park'],0.556,216880,0.8640000000000001,0,60a0Rd6pjrkxjPbaKzXjfq,0.0,0.209,-5.87,0,In the End,84,2000-10-24,0.0584,105.143
54175,54175,3,Eb,0.124,2005,0.16399999999999998,['Coldplay'],0.209,295533,0.417,0,7LVHVU3tWfcxj5aiPFEW4Q,0.00196,0.113,-8.74,1,Fix You,82,2005-06-07,0.0338,138.178
54213,54213,3,Eb,0.371,2011,0.00847,['Grouplove'],0.56,218013,0.936,0,0GO8y8jQk1PkHzS31d699N,0.0,0.161,-5.835,1,Tongue Tied,82,2011-09-02,0.0439,112.96
54235,54235,3,Eb,0.28600000000000003,2013,0.225,['One Direction'],0.6,245493,0.6629999999999999,0,4nVBt6MZDDP6tRVdQTgxJg,0.0,0.119,-5.8020000000000005,1,Story of My Life,83,2013-11-25,0.0477,121.07
54242,54242,3,Eb,0.672,2015,0.0371,['WILLOW'],0.764,196520,0.705,0,0y60itmpH0aPKsFiGxmtnh,1.94e-05,0.0943,-5.279,0,Wait a Minute!,83,2015-01-11,0.0278,101.003
54258,54258,3,Eb,0.284,2018,0.544,['Joji'],0.515,209274,0.479,1,0rKtyWc8bvkriBthvHKY8d,0.00598,0.191,-7.457999999999997,1,SLOW DANCING IN THE DARK,85,2018-10-26,0.0261,88.964
54261,54261,3,Eb,0.797,2018,0.109,['Charlie Puth'],0.775,208787,0.613,0,5cF0dROlMOK5uNZtivgu50,2.33e-05,0.134,-4.586,0,Attention,81,2018-05-11,0.0542,100.066
54263,54263,3,Eb,0.183,2019,0.604,['Lewis Capaldi'],0.459,215107,0.575,0,7ce20yLkzuXXLUhzIDoZih,0.0,0.0885,-4.8580000000000005,1,Before You Go,86,2019-11-19,0.0573,111.881
54264,54264,3,Eb,0.183,2019,0.604,['Lewis Capaldi'],0.459,215107,0.575,0,2gMXnyrvIjhVBUZwvLZDMP,0.0,0.0885,-4.8580000000000005,1,Before You Go,86,2019-11-22,0.0573,111.881
54267,54267,3,Eb,0.737,2020,0.19,['CJ'],0.711,123429,0.598,1,5vGLcdRuSbUhD8ScwsGSdA,0.0,0.15,-7.621,0,Whoopty,84,2020-08-20,0.182,140.175
55105,55105,3,Eb,0.0827,2018,0.0722,['Imagine Dragons'],0.383,260773,0.637,0,2RSHsoi04658QL5xgQVov3,0.0,0.368,-6.9929999999999986,1,Bad Liar,82,2018-11-09,0.0703,177.91299999999995
